Ticker,Company
CCP.AX,Credit Corp Group Ltd
CCPKOA.AX,Credit Corp Group Limited
CCPKOB.AX,Credit Corp Group Limited
CCPKOD.AX,Credit Corp Group Limited
CCR.AX,Credit Clear Limited
CCV.AX,Cash Converters International Ltd
CCX.AX,City Chic Collective Limited
CCZ.AX,Castillo Copper Limited
CCZO.AX,CCZO
CCZOA.AX,CCZOA
CD1.AX,Cordish Dixon Private Equity Fund I
CD2.AX,Cordish Dixon Private Equity Fund Ii
CD3.AX,Cordish Dixon Private Equity Fund Iii
CDA.AX,Codan Ltd
CDD.AX,Cardno Ltd
CDM.AX,Cadence Capital Ltd
CDP.AX,Carindale Property Trust
CDR.AX,Commander Communications Ltd
CDT.AX,Castle Minerals Ltd
CDTO.AX,CDTO
CDX.AX,CDS Technologies Ltd
CDXO.AX,Cardiex Limited
CDY.AX,Cellmid Limited
CDYOA.AX,CDYOA
CE1.AX,Calima Energy Limited
CEL.AX,CEL
CEN.AX,Central Australian Phosphate Limited
CETF.AX,Vaneck Vectors Chinaamc A-share?
CF1.AX,Complii Fintech Solutions Ltd
CFO.AX,Cfoam Limited
CG1.AX,Carbonxt Group Limited
CG1O.AX,CG1O
CGA.AX,Contango Asset Management Limited
CGB.AX,Cann Global Limited
CGC.AX,Consolidated Gaming Corporation
CGCKOA.AX,Costa Group Holdings Limited
CGCKOP.AX,Costa Group Holdings Limited
CGCKOQ.AX,Costa Group Holdings Limited
CGCKOR.AX,Costa Group Holdings Limited
CGF.AX,Challenger Financial Services Group
CGFKOB.AX,Challenger Limited
CGFKOC.AX,Challenger Limited
CGFKOF.AX,Challenger Limited
CGFKOP.AX,Challenger Limited
CGFKOR.AX,Challenger Limited
CGFPA.AX,Challenger Limited
CGFPB.AX,Challenger Limited
CGFPC.AX,CGFPC
CGM.AX,Cougar Metals NL
CGN.AX,Crater Gold Mining Limited
CGO.AX,CPT Global Ltd
CGS.AX,Cogstate Ltd
CHC.AX,Charter Hall Group
CHCKOD.AX,Charter Hall Group
CHCKOE.AX,Charter Hall Group
CHCKOF.AX,CHCKOF
CHCKOQ.AX,Charter Hall Group
CHCKOS.AX,CHCKOS
CHCKOT.AX,Charter Hall Group
CHK.AX,Cohiba Minerals Limited
CHKOA.AX,CHKOA
CHL.AX,CCI Holdings Ltd
CHM.AX,Chameleon Mining NL
CHN.AX,Chalice Gold Mines Ltd
CHNKOA.AX,CHNKOA
CHNKOB.AX,CHNKOB
CHNKOR.AX,CHNKOR
CHR.AX,Chalmers Ltd
CHZ.AX,Chesser Resources Ltd
CI1.AX,Credit Intelligence Ltd
CIA.AX,Champion Iron Limited
CIAKOA.AX,CIAKOA
CIAKOB.AX,CIAKOB
CII.AX,CI Resources Ltd
CIM.AX,Cimic Group Limited
CIMKOA.AX,Cimic Group Limited
CIMKOB.AX,Cimic Group Limited
CIMKOC.AX,Cimic Group Limited
CIMKOE.AX,Cimic Group Limited
CIMKOR.AX,Cimic Group Limited
CIMKOS.AX,Cimic Group Limited
CIMKOT.AX,Cimic Group Limited
CIMKOU.AX,Cimic Group Limited
CIN.AX,Carlton Investments Ltd
CINPA.AX,Carlton Investments PA
CIO.AX,Connected Io Limited
CIP.AX,Centuria Industrial Reit
CIW.AX,Clime Investment Management Ltd
CKA.AX,Cokal Limited
CKF.AX,Collins Foods Limited
CKFKOA.AX,Collins Foods Limited
CKFKOD.AX,CKFKOD
CKFKOE.AX,CKFKOE
CL1.AX,Class Limited
CL8.AX,Collaborate Corporation Limited
CL8OB.AX,CL8OB
CLA.AX,Celsius Coal Limited
CLB.AX,Creatable Media Ltd
CLBO.AX,Candy Club Holdings Limited
CLE.AX,Clearwater Group Ltd
CLH.AX,Collection House Ltd
CLI.AX,Challenger International
CLT.AX,Cellnet Group Ltd
CLU.AX,Cloncurry Metals Ltd
CLV.AX,Clover Corporation Ltd
CLW.AX,Charter Hall Long Wale Reit
CLX.AX,CTI Logistics Ltd
CLZ.AX,Classic Minerals Ltd
CLZOA.AX,CLZOA
CM8.AX,Crowd Mobile Limited
CMD.AX,Cassius Mining Limited
CML.AX,Coles Myer Ltd
CMM.AX,Capricorn Metals Ltd
CMP.AX,Compumedics Ltd
CMW.AX,Cromwell Corporation Ltd
CMWKOA.AX,Cromwell Property Group
CMWKOB.AX,Cromwell Property Group
CMWKOC.AX,Cromwell Property Group
CNB.AX,Canberra Investment Corporation Ltd
CNEW.AX,Vaneck Vectors China New Economy
CNI.AX,Centuria Capital Limited
CNJ.AX,Conico Ltd
CNL.AX,CNL
CNQ.AX,Carbine Tungsten Limited
CNR.AX,Coonawarra Australia Property Trust
CNU.AX,Chorus Limited
CNW.AX,Cirrus Networks Holdings Limited
COB.AX,Cobalt Blue Holdings Limited
COD.AX,Cossack Energy Limited
COE.AX,Cooper Energy Ltd
COEKOA.AX,Cooper Energy Limited
COF.AX,Coffey International Ltd
COG.AX,Consolidated Operations Group Limited
COH.AX,Cochlear Ltd
COHKOA.AX,Cochlear Limited
COHKOB.AX,Cochlear Limited
COHKOG.AX,Cochlear Limited
COHKOP.AX,Cochlear Limited
COHKOR.AX,Cochlear Limited
COI.AX,Comet Ridge Ltd
COL.AX,Coles Group Limited.
COLKOA.AX,Coles Group Limited.
COLKOB.AX,Coles Group Limited.
COLKOC.AX,Coles Group Limited.
COLKOD.AX,Coles Group Limited.
COLKOE.AX,COLKOE
COO.AX,Cosmos Ltd
CORE.AX,Etfs Morningstar Global Technology
COS.AX,Cool or Cosy Ltd
COY.AX,Coppermoly Ltd
CPH.AX,CPH Investment corp
CPHOA.AX,CPHOA
CPN.AX,Carpathian Resources Ltd
CPO.AX,Culpeo Minerals Limited
CPT.AX,Capital Intelligence Ltd
CPTOB.AX,CPTOB
CPU.AX,Computershare Ltd
CPUKOA.AX,Computershare Limited.
CPUKOB.AX,Computershare Limited.
CPUKOD.AX,Computershare Limited.
CPUKOP.AX,Computershare Limited.
CPUKOR.AX,Computershare Limited.
CPUKOS.AX,Computershare Limited.
CPV.AX,Clearvue Technologies Limited
CQE.AX,Charter Hall Education Trust
CQR.AX,Charter Hall Retail Reit
CR1.AX,Constellation Resources Limited
CR9.AX,Corella Resources Ltd
CRB.AX,Carbine Resources Ltd
CRED.AX,Betashares Australian Investment Grade Corporate B
CRL.AX,Comet Resources Ltd
CRM.AX,Carbon Minerals NL (CRMCA)
CRN.AX,Coronado Global Resources Inc.
CRO.AX,Cirralto Limited
CROO.AX,CROO
CRR.AX,Convenience Retail Reit
CRS.AX,Croesus Mining NL
CRW.AX,Crw Holdings Limited
CSE.AX,Copper Strike Ltd
CSL.AX,CSL Ltd
CSLKOB.AX,Csl Limited
CSLKOC.AX,Csl Limited
CSLKOD.AX,Csl Limited
CSLKOE.AX,Csl Limited
CSLKOF.AX,Csl Limited
CSLKOG.AX,Csl Limited
CSLKOI.AX,Csl Limited
CSLKOP.AX,Csl Limited
CSLKOR.AX,Csl Limited
CSLKOV.AX,Csl Limited
CSLKOW.AX,Csl Limited
CSLKOX.AX,Csl Limited
CSLMOT.AX,Csl Limited
CSR.AX,CSR Ltd
CSRKOD.AX,Csr Limited
CSRKOQ.AX,Csr Limited
CSRKOR.AX,Csr Limited
CSS.AX,Clean Seas Tuna Ltd
CST.AX,Cellestis Ltd
CSX.AX,Cleanspace Holdings Limited
CT1.AX,Ccp Technologies Limited
CTD.AX,Corporate Travel Management Limited
CTDKOA.AX,Corporate Travel Management Limited
CTDKOB.AX,Corporate Travel Management Limited
CTDKOC.AX,Corporate Travel Management Limited
CTDKOQ.AX,Corporate Travel Management Limited
CTE.AX,Cryosite Ltd
CTM.AX,Centaurus Metals Limited
CTO.AX,Citigold Corporation Ltd
CTP.AX,Central Petroleum Ltd
CTT.AX,Crest Minerals Limited
CU6.AX,Clarity Pharmaceuticals Ltd
CUE.AX,Cue Energy Resources Ltd
CUL.AX,Cullen Resources Ltd
CUP.AX,Countplus Limited
CURE.AX,Etfs S&p Biotech
CUS.AX,Customers Ltd
CUV.AX,Clinuvel Pharmaceuticals Ltd
CV1.AX,Cv Check Ltd
CVC.AX,CVC Ltd
CVCG.AX,Cvc Limited
CVL.AX,Clearview Capital
CVN.AX,Carnarvon Petroleum Ltd
CVS.AX,Cervantes Seafood Ltd
CVV.AX,Caravel Minerals Limited
CVW.AX,Clearview Wealth Limited
CWL.AX,Chant West Holdings Limited
CWN.AX,Crown Ltd
CWNHB.AX,Crown Resorts Limited
CWNKOA.AX,Crown Limited
CWNKOB.AX,Crown Limited
CWNKOF.AX,Crown Resorts Limited
CWNKOP.AX,Crown Limited
CWNKOR.AX,Crown Limited
CWP.AX,Cedar Woods Properties Ltd
CWX.AX,Carawine Resources Limited
CWY.AX,Cleanaway Waste Management Limited
CWYKOC.AX,Cleanaway Waste Management Limited
CWYKOF.AX,Cleanaway Waste Management Limited
CWYKOQ.AX,Cleanaway Waste Management Limited
CWYKOS.AX,Cleanaway Waste Management Limited
CXL.AX,Central Exchange Ltd
CXM.AX,Centrex Mentals Ltd
CXO.AX,Core Exploration Limited
CXU.AX,
CXX.AX,Cradle Resources Limited
CXZ.AX,Connexion Media Limited
CY5.AX,Cygnus Gold Limited
CYC.AX,Cyclopharm Ltd
CYG.AX,Coventry Group Ltd
CYL.AX,Catalyst Metals Ltd
CYLOA.AX,Catalyst Metals Limited
CYM.AX,Cyprium Metals Limited
CYP.AX,Cynata Therapeutics Limited
CYQ.AX,Cycliq Group Ltd
CYQOA.AX,CYQOA
CZL.AX,Consolidated Zinc Limited
CZLOB.AX,CZLOB
CZN.AX,Corazon Mining Limited
CZNO.AX,Corazon Mining Limited
CZR.AX,Coziron Resources Ltd
D2O.AX,Duxton Water Limited
DAF.AX,Discovery Africa Limited
DAL.AX,Dalaroo Metals Ltd
DBBF.AX,DBBF
DBF.AX,Duxton Broadacre Farms Limited
DBI.AX,Dalrymple Bay Infrastructure Limited
DBO.AX,Diablo Resources Limited
DC2.AX,Dc Two Limited
DCC.AX,Digital Cc Limited
DCG.AX,Decmil Group Limited
DCL.AX,Data & Commerce
DCN.AX,Dacian Gold Limited
DCX.AX,Discovex Resources Limited
DDB.AX,Dynamic Drill And Blast Holdings Limited
DDD.AX,3D Resources Ltd
DDDOA.AX,DDDOA
DDH.AX,Ddh1 Limited
DDR.AX,Dicker Data Limited
DDT.AX,DataDot Technology Ltd
DEG.AX,De Grey Mining Ltd
DEL.AX,Delorean Corporation Limited
DEM.AX,De.mem Limited
DET.AX,Dealt Limited
DEV.AX,Devex Resources Limited
DEX.AX,Dexion Ltd
DGGF.AX,DGGF
DGH.AX,Desane Group Holdings Ltd
DGL.AX,Dgl Group Limited
DGO.AX,Drummond Gold Ltd
DGR.AX,D'Aguilar Gold Ltd
DGRO.AX,DGRO
DHG.AX,Domain Holdings Australia Limited.
DHHF.AX,DHHF
DJRE.AX,Spdr??dow Jones??global Real Estate Fund
DJW.AX,Djerriwarth Investments Ltd
DJXKOL.AX,DJXKOL
DJXKOP.AX,Djia Mini E-cbot
DJXKOR.AX,Djia Mini E-cbot
DJXKOS.AX,Djia Mini E-cbot
DJXKOY.AX,DJXKOY
DJXMOA.AX,DJXMOA
DJXMOC.AX,DJXMOC
DJXMOD.AX,DJXMOD
DJXMOE.AX,DJXMOE
DJXMOG.AX,DJXMOG
DJXMOL.AX,DJXMOL
DJXMOM.AX,DJXMOM
DJXMOP.AX,DJXMOP
DJXQOA.AX,DJXQOA
DJXQOB.AX,DJXQOB
DJXQOC.AX,DJXQOC
DKM.AX,Duketon Mining Limited
DLC.AX,DLC
DLT.AX,Delta Drone International Limited
DM1.AX,Directmoney Limited
DMC.AX,Digimatic Group Limited
DME.AX,Dome Gold Mines Limited
DMG.AX,Dragon Gold Mountain Ltd
DMP.AX,Domino's Pizza Australia NZ Ltd
DMPKOA.AX,Dominos Pizza Enterprises Limited
DMPKOB.AX,Dominos Pizza Enterprises Limited
DMPKOC.AX,Dominos Pizza Enterprises Limited
DMPKOP.AX,Dominos Pizza Enterprises Limited
DMPKOQ.AX,Dominos Pizza Enterprises Limited
DMPKOZ.AX,DMPKOZ
DNA.AX,Donaco International Limited
DNK.AX,Danakali Limited
DOC.AX,Doctor Care Anywhere Group Plc
DOR.AX,Doriemus Plc
DORO.AX,DORO
DOU.AX,Douugh Limited
DOW.AX,Downer EDI Ltd
DOWKOC.AX,Downer Edi Limited
DOWKOE.AX,Downer Edi Limited
DOWKOG.AX,Downer Edi Limited
DOWKOH.AX,Downer Edi Limited
DOWKOP.AX,Downer Edi Limited
DOWKOR.AX,Downer Edi Limited
DOWKOT.AX,Downer Edi Limited
DRA.AX,Dragon Mining NL
DRE.AX,Dalrymple Resources Nl
DRO.AX,Droneshield Limited
DRR.AX,Deterra Royalties Limited
DRRKOA.AX,DRRKOA
DRRKOB.AX,DRRKOB
DRRKOC.AX,DRRKOC
DRUG.AX,Betashares Global Healthcare Etf - Currency Hedged
DRX.AX,Diatreme Resources Ltd
DSE.AX,Dropsuite Limited
DSK.AX,Dusk Group Limited
DTC.AX,Damstra Holdings Limited
DTI.AX,Dti Group Ltd
DTL.AX,Data#3 Ltd
DTM.AX,Dart Mining NL
DTR.AX,Dateline Resources Limited
DTZ.AX,Dotz Nano Limited
DUB.AX,Dubber Corporation Limited
DUG.AX,Dug Technology Ltd
DUI.AX,Diversified United Investment Ltd
DUR.AX,Duratec Limited
DVL.AX,Dorsavi Ltd
DVP.AX,Develop Global Limited
DW8.AX,Dawine Ltd
DW8O.AX,Digital Wine Ventures Limited
DXB.AX,Dimerix Limited
DXC.AX,Dexus Convenience Retail Reit
DXN.AX,The Data Exchange Network Limited
DXNOD.AX,DXNOD
DXS.AX,Dexus Property Group
DXSKOA.AX,Dexus Property Group
DXSKOB.AX,Dexus Property Group
DXSKOC.AX,Dexus
DXSKOP.AX,Dexus Property Group
DXSKOQ.AX,Dexus Property Group
DXSKOR.AX,Dexus Property Group
DYL.AX,Deep Yellow Ltd
DYLO.AX,Deep Yellow Limited
DZZF.AX,DZZF
E200.AX,E200
E25.AX,Element 25 Limited
E2E.AX,Eon Nrg Limited
E2M.AX,E2 Metals Limited
E33.AX,East 33 Limited..
E79.AX,E79 Gold Mines Limited
EAI.AX,Ellerston Asian Investment Limited
EAS.AX,Easton Investments Limited
EAX.AX,Energy Action Limited
EBG.AX,Eumundi Group Ltd
EBO.AX,Ebos Group Limited
ECF.AX,Elanor Commercial Property Fund
ECG.AX,Ecargo Holdings Limited
ECL.AX,Excelsior Capital Ltd
ECP.AX,E Corp
ECS.AX,ECSI Ltd
ECT.AX,Environmental Clean Technologies Limited.
ECTOE.AX,ECTOE
ECX.AX,Eclipx Group Limited
EDC.AX,Eildon Capital Limited
EDE.AX,Eden Energy Ltd
EDEO.AX,Eden Energy Ltd
EDV.AX,Endeavour Group Limited
EEG.AX,Empire Energy Group Limited
EER.AX,East Energy Resources Ltd
EEU.AX,Betashares Euro Etf
EFE.AX,Eastern Iron Ltd
EFEOA.AX,EFEOA
EGG.AX,Enero Group Limited
EGH.AX,Eureka Group Holdings Limited
EGL.AX,Environmental Group Ltd (The)
EGN.AX,EGN
EGR.AX,Ecograf Limited
EGY.AX,Energy Technologies Limited
EHE.AX,Estia Health Limited
EHEKOA.AX,Estia Health Limited
EHEKOE.AX,Estia Health Limited
EHEKOQ.AX,Estia Health Limited
EHL.AX,Emeco Holdings Ltd
EIGA.AX,EIGA
EINC.AX,EINC
EL8.AX,Elevate Uranium Ltd
ELD.AX,ELD
ELE.AX,Elmore Ltd
ELO.AX,Elmo Software Limited
ELS.AX,Equity Long / Short Strategies Fund (the)
ELSOA.AX,ELSOA
ELT.AX,Elementos Limited
EM1.AX,Emerge Gaming Limited
EM2.AX,Eagle Mountain Mining Limited
EMB.AX,Embelton Ltd
EMD.AX,Emerald Clinics Limited
EME.AX,Energy Metals Ltd
EMH.AX,European Metals Holdings Limited
EMKT.AX,Vaneck Vectors Msci Multifactor Emerging Markets E
EML.AX,Emerchants Limited
EMLKOA.AX,EMLKOA
EMMG.AX,EMMG
EMN.AX,Euro Manganese Inc
EMP.AX,Emperor Mines Ltd
EMR.AX,Emerald Oil & Gas NL
EMT.AX,Emetals Limited
EMU.AX,EMU Nickel NL
EMUCA.AX,Emu Nl
EMV.AX,Emvision Medical Devices Limited
EN1.AX,Engage:bdr Limited
ENA.AX,Ensurance Ltd
ENN.AX,Elanor Investors Group
ENR.AX,Encounter Resources Ltd
ENT.AX,
ENV.AX,Envestra Ltd
ENX.AX,Enegex Nl
ENXOA.AX,ENXOA
EOF.AX,Ecofibre Limited
EOL.AX,Energy One Ltd
EOS.AX,Electro Optic Systems Holdings Ltd
EP1.AX,E&p Financial Group Limited
EPD.AX,Empired Ltd
EPM.AX,Eclipse Metals Limited.
EPN.AX,Epsilon Healthcare Limited
EPY.AX,E-Pay Asia Ltd
EQE.AX,Equus Mining Limited
EQN.AX,Equinox Minerals Ltd (Canada CHESS)
EQR.AX,Equinox Resources Nl
EQT.AX,Equity Trustees Ltd
EQX.AX,Eqitx Ltd
ERA.AX,Energy Resources of Australia Ltd
ERD.AX,Exalt Resources Limited
ERF.AX,Elanor Retail Property Fund
ERG.AX,ERG Ltd
ERL.AX,Empire Resources Ltd
ERM.AX,Emmerson Resources Ltd
ERTH.AX,ERTH
ERW.AX,Errawarra Resources Ltd
ERWO.AX,ERWO
ESGI.AX,Vaneck Vectors Msci International Sustainable Equi
ESH.AX,Esports Mogul Asia Pacific Limited
ESHOA.AX,ESHOA
ESK.AX,Etherstack Plc
ESPO.AX,ESPO
ESR.AX,Estrella Resources Limited
ESROA.AX,ESROA
ESS.AX,Essa Australia Ltd
ESSO.AX,ESSO
ESTX.AX,Anz Etfs Euro Stoxx 50
ETHI.AX,Betashares Global Sustainability Leaders
ETPMAG.AX,Etfs Physical Silver
ETPMPD.AX,Etfs Physical Palladium
ETPMPM.AX,Etfs Physical Pm Basket
ETPMPT.AX,Etfs Physical Platinum
EUR.AX,Euraust Ltd
EUROA.AX,EUROA
EVE.AX,Energy Ventures Ltd
EVN.AX,Evolution Mining Limited
EVNKOA.AX,Evolution Mining Limited
EVNKOB.AX,Evolution Mining Limited
EVNKOC.AX,Evolution Mining Limited
EVNKOP.AX,Evolution Mining Limited
EVNKOQ.AX,Evolution Mining Limited
EVO.AX,Evolve Education Group Limited
EVS.AX,Envirosuite Limited
EVT.AX,Event Hospitality And Entertainment Ltd
EVZ.AX,Envirozel Ltd
EWC.AX,Energy World Corporation Ltd
EX1.AX,Exopharm Limited
EX20.AX,Betashares Australian Ex-20 Portfolio Diversifier
EXL.AX,Excel Coal Ltd
EXO.AX,Ennox Group Ltd
EXP.AX,Experience Co Limited
EXR.AX,Elixir Petroleum Ltd
EYE.AX,Eagle Eye Metals Ltd
EZL.AX,Euroz Ltd
EZZ.AX,Ezz Life Science Holdings Limited
F100.AX,F100
FAIR.AX,Betashares Australian Sustainability Leaders
FANG.AX,FANG
FAR.AX,First Australian Resources Ltd
FAU.AX,First Au Limited
FAUOA.AX,FAUOA
FBR.AX,Fastbrick Robotics Ltd
FBU.AX,Fletcher Building Ltd
FBUKOA.AX,Fletcher Building Limited
FBUKOC.AX,Fletcher Building Limited
FBUKOP.AX,Fletcher Building Limited
FBUKOR.AX,FBUKOR
FCL.AX,Futuris Corporation Ltd
FCT.AX,Firstwave Cloud Technology Limited
FDIV.AX,Vaneck Vectors S&p/asx Franked Dividend
FDV.AX,Frontier Digital Ventures Limited
FE8.AX,Faster Enterprises Ltd
FEL.AX,Fe Limited
FEX.AX,Fenix Resources Ltd
FFC.AX,Farmaforce Limited
FFF.AX,First Folio Ltd
FFG.AX,Fatfish Internet Group Ltd
FFGOA.AX,FFGOA
FFI.AX,FFI Holdings Ltd
FFR.AX,Firefly Resources Limited
FFT.AX,Future Fibre Technologies Limited
FFX.AX,Firefinch Limited
FFXOA.AX,FFXOA
FG1.AX,Flynn Gold Limited
FGG.AX,Future Generation Global Investment Company Limited
FGL.AX,Foster's Group Ltd
FGLOA.AX,FGLOA
FGO.AX,Flamingo Ai Limited
FGR.AX,First Graphite Limited
FGX.AX,Future Generation Investment Fund Limited
FGXO.AX,Future Generation Investment Fund Limited
FHS.AX,Freehill Mining Limited.
FHSO.AX,Freehill Mining Limited.
FID.AX,Fiducian Group Limited
FIJ.AX,Fiji Kava Limited
FIJO.AX,FIJO
FIN.AX,Aii S&p/asx 200 Financials
FINOA.AX,Fin Resources Limited
FLC.AX,Fluence Corporation Limited
FLN.AX,Freelancer Limited
FLOT.AX,Vaneck Vectors Australian Floating Rate
FLT.AX,Flight Centre Ltd
FLTKOA.AX,Flight Centre Travel Group Limited
FLTKOB.AX,Flight Centre Travel Group Limited
FLTKOC.AX,Flight Centre Travel Group Limited
FLTKOQ.AX,Flight Centre Travel Group Limited
FLTKOR.AX,Flight Centre Travel Group Limited
FLX.AX,Felix Resources Ltd
FME.AX,Future Metals Nl
FMG.AX,Fortescue Metals Group Ltd
FMGKOA.AX,Fortescue Metals Group Ltd
FMGKOC.AX,Fortescue Metals Group Ltd
FMGKOD.AX,Fortescue Metals Group Ltd
FMGKOF.AX,Fortescue Metals Group Ltd
FMGKOG.AX,Fortescue Metals Group Ltd
FMGKOH.AX,Fortescue Metals Group Ltd
FMGKOI.AX,Fortescue Metals Group Ltd
FMGKOK.AX,Fortescue Metals Group Ltd
FMGKOM.AX,Fortescue Metals Group Ltd
FMGKON.AX,Fortescue Metals Group Ltd
FMGKOP.AX,Fortescue Metals Group Ltd
FMGKOR.AX,Fortescue Metals Group Ltd
FMGKOY.AX,Fortescue Metals Group Ltd
FMGKOZ.AX,Fortescue Metals Group Ltd
FMGMOP.AX,Fortescue Metals Group Ltd
FMGMOQ.AX,Fortescue Metals Group Ltd
FML.AX,Focus Minerals Ltd
FMS.AX,Flinders Mines Ltd
FNP.AX,Freedom Nutritional Products Ltd
FNPO.AX,FNPO
FNT.AX,Frontier Resources Ltd
FNX.AX,Finexia Financial Group Limited
FOD.AX,The Food Revolution Group Limited
FOOD.AX,Betashares Global Agriculture Companies Etf - Curr
FOR.AX,Forager Australian Shares Fund
FOS.AX,Fos Capital Ltd
FPC.AX,Fat Prophets Global Contrarian Fund Ltd
FPH.AX,Fisher & Paykel Healthcare Corp Ltd
FPHKOA.AX,FPHKOA
FPHKOC.AX,FPHKOC
FPP.AX,Fat Prophets Global Property Fund
FRB.AX,Firebird Metals Limited
FRI.AX,Finbar International Ltd
FRM.AX,Farm Pride Foods Ltd
FRS.AX,Ferraus Ltd
FRX.AX,Flexiroam Limited
FRXO.AX,Flexiroam Limited
FSA.AX,FSA Group Ltd
FSF.AX,Fonterra Shareholders Fund
FSG.AX,Field Solutions Holdings Limited
FSI.AX,Flagship Investments Limited
FSIGA.AX,FSIGA
FTC.AX,Fintech Chain Limited
FTZ.AX,Fertoz Limited
FUEL.AX,Betashares Global Energy Companies - Currency Hedg
FUTR.AX,FUTR
FWD.AX,Fleetwood Corporation Ltd
FXEKOB.AX,Currency Warrant Aud/eur
FXEKOC.AX,FXEKOC
FXEKOD.AX,FXEKOD
FXEKOQ.AX,Currency Warrant Aud/eur
FXEKOS.AX,Currency Warrant Aud/eur
FXEKOT.AX,FXEKOT
FXEKOV.AX,FXEKOV
FXPKOB.AX,FXPKOB
FXPKOC.AX,FXPKOC
FXPKOD.AX,FXPKOD
FXPKOF.AX,FXPKOF
FXPKOG.AX,FXPKOG
FXPKOQ.AX,Currency Warrant Aud/gbp
FXPKOR.AX,FXPKOR
FXPKOT.AX,FXPKOT
FXPKOU.AX,FXPKOU
FXPKOV.AX,FXPKOV
FXUKOH.AX,FXUKOH
FXUKOS.AX,Currency Warrant Aus/usd.
FXUKOU.AX,Currency Warrant Aus/usd.
FXUMOA.AX,FXUMOA
FXUMOC.AX,FXUMOC
FXUMOD.AX,FXUMOD
FXUMOF.AX,FXUMOF
FXUMOH.AX,FXUMOH
FXUMOW.AX,FXUMOW
FXUQOP.AX,FXUQOP
FXYKOC.AX,FXYKOC
FXYKOD.AX,FXYKOD
FXYKOE.AX,FXYKOE
FXYKOF.AX,FXYKOF
FXYKOQ.AX,FXYKOQ
FXYKOU.AX,FXYKOU
FXYKOV.AX,FXYKOV
FXZKOA.AX,FXZKOA
FXZKOB.AX,FXZKOB
FXZKOD.AX,FXZKOD
FXZKOE.AX,FXZKOE
FXZKOP.AX,Currency Warrant Aud/nzd
FXZKOQ.AX,FXZKOQ
FXZKOR.AX,FXZKOR
FXZKOS.AX,FXZKOS
FXZKOU.AX,FXZKOU
FYI.AX,FYI
FZO.AX,Family Zone Cyber Safety Limited
FZR.AX,Fitzroy River Corporation Ltd
G1A.AX,Galena Mining Limited
G50.AX,Gold 50 Limited
G88.AX,Golden Mile Resources Ltd
G88O.AX,G88O
GAL.AX,Galicia Energy Corporation Ltd
GAP.AX,Gale Pacific Ltd
GAS.AX,GasNet Australia Group
GBE.AX,Globe Uranium Ltd
GBR.AX,G Retail Ltd
GBZ.AX,GBM Resources Ltd
GBZOB.AX,GBZOB
GC1.AX,Glennon Small Companies Limited
GC1PA.AX,GC1PA
GCAP.AX,GCAP
GCI.AX,Gryphon Capital Income Trust
GCR.AX,Golden Cross Resources Ltd
GCY.AX,Gascoyne Resources Limited
GDA.AX,Gondwana Resources Ltd
GDC.AX,Global Data Centre Group
GDF.AX,Garda Diversified Property Fund
GDG.AX,Generation Development Group Limited
GDI.AX,Gdi Property Group
GDX.AX,Vaneck Vectors Gold Miners
GEAR.AX,Betashares Geared Australian Equity
GED.AX,Golden Deeps Ltd
GEM.AX,G8 Education Limited
GEMKOB.AX,G8 Education Limited
GEMKOC.AX,G8 Education Limited
GEN.AX,Genesis Research & Devlpmnt Corp Ltd
GES.AX,Genesis Resources Limited
GEV.AX,Global Energy Ventures Ltd
GEVOA.AX,GEVOA
GFL.AX,Global Masters Fund Ltd
GFN.AX,Gefen International A.i. Ltd
GGE.AX,Grand Gulf Energy Ltd
GGG.AX,Gold Company Ltd
GGUS.AX,Betashares Geared U.s. Equity Fund - Currency Hedg
GGX.AX,Gas2Grid Ltd
GIB.AX,Gibb River Diamonds Limited
GL1.AX,Global Lithium Resources Limited
GLA.AX,Gladiator Resources Ltd
GLB.AX,Globe International Ltd
GLE.AX,GLG Corp Ltd
GLH.AX,Global Health Ltd
GLL.AX,Galilee Energy Limited
GLN.AX,Gleneagle Gold Ltd
GLV.AX,Global Vanadium Limited
GLVO.AX,GLVO
GMA.AX,Genworth Mortgage Insurance Australia Limited
GMAKOA.AX,Genworth Mortgage Insurance Australia Limited
GMAKOC.AX,Genworth Mortgage Insurance Australia Limited
GMC.AX,Gulf Minerals Corporation Ltd
GMD.AX,Genesis Minerals Ltd
GME.AX,GME Resources Ltd
GMG.AX,Goodman Group
GMGKOA.AX,Goodman Group
GMGKOC.AX,Goodman Group
GMGKOP.AX,Goodman Group
GMGKOR.AX,Goodman Group
GML.AX,Gateway Mining NL
GMN.AX,Gold Mountain Limited
GMNOA.AX,GMNOA
GMR.AX,Golden Rim Resoures Ltd
GNC.AX,GrainCorp Ltd
GNCKOA.AX,Graincorp Limited
GNCKOD.AX,Graincorp Limited
GNCKOF.AX,Graincorp Limited
GNE.AX,Genesis Energy Limited
GNG.AX,Gr Engineering Services Limited
GNM.AX,Gujarat NRE Minerals Ltd
GNMOA.AX,Great Northern Minerals Limited
GNMOB.AX,Great Northern Minerals Limited
GNMOF.AX,GNMOF
GNP.AX,Genusplus Group Ltd
GNX.AX,Genex Power Limited
GO2.AX,The Go2 People Ltd
GOAT.AX,GOAT
GOLD.AX,Etfs Physical Gold
GOR.AX,Gold Road Resources Limited
GOVT.AX,Spdr??s&p?/asx Australian Government Bond Fund
GOW.AX,Gowing Bros Ltd
