Ticker,Company
605266.SS,YUNNAN JIANZHIJIA HEALTH-CHAIN
688002.SS,RAYTRON TECHNOLOGY
688006.SS,ZHEJIANG HANGKE TECHNOLOGY
688008.SS,MONTAGE TECHNOLOGY
688009.SS,CHINA RAILWAY SIGNAL & COMMUNICATION
688012.SS,ADVANCED MICRO-FABRICATION EQUIPMENT
688019.SS,ANJI MICROELECTRONICS TECHNOLOGY (SH)
688026.SS,GUANGZHOU JET BIOFILTRATION
688036.SS,TRANSSION HOLDINGS
688088.SS,ARCSOFT CORPORATION
688111.SS,BEIJING KINGSOFT OFFICE SOFTWARE
688122.SS,WESTERN SUPERCONDUCTING TECHNOLOGIES
688126.SS,NATIONAL SILICON INDUSTRY GROUP
688139.SS,QINGDAO HAIER BIOMEDICAL
688166.SS,BRIGHTGENE BIO-MEDICAL TECHNOLOGY
688169.SS,BEIJING ROBOROCK TECHNOLOGY
688180.SS,SHANGHAI JUNSHI BIOSCIENCES
688185.SS,CANSINO BIOLOGICS
688187.SS,ZHUZHOU CRRC TIMES ELECTRIC
688188.SS,SHANGHAI FRIENDESS ELECTRONIC TECH
688202.SS,SHANGHAI MEDICILON
688208.SS,AUTEL INTELLIGENT TECHNOLOGY CORP
688298.SS,ZHEJIANG ORIENT GENE BIOTECH
688366.SS,SHANGHAI HAOHAI BIOLOGICAL TECHNOLOGY
688385.SS,SHANGHAI FUDAN MICROELECTRONICS GROUP
688505.SS,SHANGHAI FUDAN-ZHANGJIANG BIO-PHARM
