Symbol,Company,Sector
RMY.AX,Rma Global Ltd,Communication Services
RND.AX,Rand Mining Ltd,Materials
RNE.AX,Renu Energy Ltd,Utilities
RNO.AX,Rhinomed Ltd,Health Care
RNT.AX,Rent.com.Au Ltd,Communication Services
RNU.AX,Renascor Resources Ltd,Energy
RNX.AX,Renegade Exploration Ltd,Materials
RNY.AX,RNY Property Trust,Real Estate
ROBO.AX,ETFs Robo Global Robotics and Automation ETF,
ROG.AX,Red Sky Energy Ltd,Energy
ROO.AX,Roots Sustainable Agricultural Technologies Ltd,Industrials
RPG.AX,Raptis Group Ltd,Real Estate
RPM.AX,RPM Automotive Group Ltd,Consumer Discretionary
RRL.AX,Regis Resources Ltd,Materials
RSG.AX,Resolute Mining Ltd,Materials
RSH.AX,Respiri Ltd,Health Care
RSM.AX,Russell Investments Australian Semi-Government Bond ETF,
RTE.AX,"Retech Technology Co., Ltd",Consumer Discretionary
RTG.AX,RTG Mining Inc,Materials
RTR.AX,Rumble Resources Ltd,Materials
RUL.AX,Rpmglobal Holdings Ltd,Information Technology
RVR.AX,Red River Resources Ltd,Materials
RVS.AX,Revasum Inc,Information Technology
RWC.AX,Reliance Worldwide Corporation Ltd,Industrials
RWD.AX,Reward Minerals Ltd,Materials
RXH.AX,Rewardle Holdings Ltd,Communication Services
RXL.AX,ROX Resources Ltd,Materials
RXM.AX,REX Minerals Ltd,Materials
RXP.AX,RXP Services Ltd,Information Technology
RYD.AX,Ryder Capital Ltd,
RZI.AX,RAIZ Invest Ltd,Financials
S2R.AX,S2 Resources Ltd,Materials
S32.AX,SOUTH32 Ltd,Materials
S66.AX,Star Combo Pharma Ltd,Consumer Staples
SAM.AX,SIV Asset Management Ltd,Financials
SAN.AX,Sagalio Energy Ltd,Energy
SAR.AX,Saracen Mineral Holdings Ltd,Materials
SAS.AX,Sky and Space Global Ltd,
SAU.AX,Southern Gold Ltd,Materials
SAVE.AX,Pinnacle Ashares Global Dynamic Income Fund (Managed Fund),
SBI.AX,Sterling Plantations Ltd,Consumer Staples
SBM.AX,ST Barbara Ltd,Materials
SBR.AX,Sabre Resources Ltd,Materials
SBU.AX,Siburan Resources Ltd,Materials
SBW.AX,Shekel Brainweigh Ltd,Information Technology
SCG.AX,Scentre Group,Real Estate
SCI.AX,Silver City Minerals Ltd,Materials
SCL.AX,Schrole Group Ltd,Information Technology
SCN.AX,Scorpion Minerals Ltd,Materials
SCP.AX,Shopping Centres Australasia Property Group,Real Estate
SCT.AX,Scout Security Ltd,Consumer Discretionary
SCU.AX,Stemcell United Ltd,Health Care
SDA.AX,Speedcast International Ltd,
SDF.AX,Steadfast Group Ltd,Financials
SDG.AX,Sunland Group Ltd,Real Estate
SDI.AX,SDI Ltd,Health Care
SDL.AX,Sundance Resources Ltd,Materials
SDV.AX,Scidev Ltd,Materials
SDX.AX,Sienna Cancer Diagnostics Ltd,Health Care
SE1.AX,Sensera Ltd,Information Technology
SEC.AX,Spheria Emerging Companies Ltd,
SEI.AX,Speciality Metals International Ltd,Materials
SEK.AX,Seek Ltd,Industrials
SELF.AX,Selfwealth SMSF Leaders ETF,
SEN.AX,Senetas Corporation Ltd,Information Technology
SEQ.AX,Sequoia Financial Group Ltd,Financials
SER.AX,Strategic Energy Resources Ltd,Materials
SES.AX,Secos Group Ltd,Materials
SF1.AX,Stemify Ltd,Information Technology
SFC.AX,Schaffer Corporation Ltd,Consumer Discretionary
SFG.AX,Seafarms Group Ltd,Consumer Staples
SFM.AX,Santa Fe Minerals Ltd,Materials
SFR.AX,Sandfire Resources Ltd,Materials
SFX.AX,Sheffield Resources Ltd,Materials
SFY.AX,SPDR S&P/ASX 50 Fund,
SGC.AX,Sacgasco Ltd,Energy
SGF.AX,SG Fleet Group Ltd,Industrials
SGH.AX,Slater & Gordon Ltd,Consumer Discretionary
SGI.AX,Stealth Global Holdings Ltd,Industrials
SGLLV.AX,Ricegrowers Ltd,
SGM.AX,Sims Ltd,Materials
SGO.AX,Stream Group Ltd,Information Technology
SGP.AX,Stockland,Real Estate
SGQ.AX,ST George Mining Ltd,Materials
SGR.AX,The Star Entertainment Group Ltd,Consumer Discretionary
SHE.AX,Stonehorse Energy Ltd,Energy
SHH.AX,Shree Minerals Ltd,Materials
SHJ.AX,Shine Justice Ltd,Consumer Discretionary
SHK.AX,Stone Resources Australia Ltd,Materials
SHL.AX,Sonic Healthcare Ltd,Health Care
SHM.AX,Shriro Holdings Ltd,Consumer Discretionary
SHO.AX,Sportshero Ltd,Communication Services
SHV.AX,Select Harvests Ltd,Consumer Staples
SI6.AX,SIX Sigma Metals Ltd,Materials
SIG.AX,Sigma Healthcare Ltd,Health Care
SIH.AX,Sihayo Gold Ltd,Materials
SIL.AX,Smiles Inclusive Ltd,Health Care
SIO.AX,Simonds Group Ltd,Consumer Discretionary
SIQ.AX,Smartgroup Corporation Ltd,Industrials
SIS.AX,Simble Solutions Ltd,Information Technology
SIT.AX,Site Group International Ltd,Consumer Discretionary
SIV.AX,SIV Capital Ltd,Industrials
SIX.AX,Sprintex Ltd,Consumer Discretionary
SKC.AX,Skycity Entertainment Group Ltd,Consumer Discretionary
SKF.AX,SKYFII Ltd,Information Technology
SKI.AX,Spark Infrastructure Group,Utilities
SKN.AX,Skin Elements Ltd,Consumer Staples
SKO.AX,Serko Ltd,Information Technology
SKT.AX,Sky Network Television Ltd,Communication Services
SKY.AX,SKY Metals Ltd,Materials
SL1.AX,SYMBOL Mining Ltd,Materials
SLC.AX,Superloop Ltd,
SLF.AX,SPDR S&P/ASX 200 Listed Property Fund,
SLK.AX,Sealink Travel Group Ltd,Consumer Discretionary
SLM.AX,Salmat Ltd,Communication Services
SLR.AX,Silver Lake Resources Ltd,Materials
SLX.AX,SILEX Systems Ltd,Information Technology
SLZ.AX,Sultan Resources Ltd,Materials
SM1.AX,Synlait Milk Ltd,Consumer Staples
SMC.AX,Strategic Minerals Corporation NL,Materials
SMG.AX,Soon Mining Ltd,Materials
SMI.AX,Santana Minerals Ltd,Materials
SMLL.AX,Betashares Aust Small Companies Select Fund (Managed Fund),
SMN.AX,Structural Monitoring Systems Plc,Information Technology
SMP.AX,Smartpay Holdings Ltd,Information Technology
SMR.AX,Stanmore Coal Ltd,Energy
SMX.AX,Security Matters Ltd,Information Technology
SNC.AX,Sandon Capital Investments Ltd,
SND.AX,Saunders International Ltd,Industrials
SNL.AX,Supply Network Ltd,Consumer Discretionary
SNS.AX,Sensen Networks Ltd,Information Technology
SNZ.AX,Summerset Group Holdings Ltd,Health Care
SO4.AX,Salt Lake Potash Ltd,Materials
SOL.AX,Washington H Soul Pattinson & Company Ltd,Energy
SOM.AX,Somnomed Ltd,Health Care
SOP.AX,Synertec Corporation Ltd,Industrials
SOR.AX,Strategic Elements Ltd,Financials
SP3.AX,Spectur Ltd,Information Technology
SPK.AX,Spark New Zealand Ltd,
SPL.AX,Starpharma Holdings Ltd,Health Care
SPQ.AX,Superior Resources Ltd,Materials
SPT.AX,Splitit Payments Ltd,Information Technology
SPX.AX,Spectrum Metals Ltd,Materials
SPY.AX,SPDR S&P 500 ETF Trust,
SPZ.AX,Smart Parking Ltd,Information Technology
SRG.AX,SRG Global Ltd,Industrials
SRH.AX,Saferoads Holdings Ltd,Industrials
SRI.AX,Sipa Resources Ltd,Materials
SRK.AX,Strike Resources Ltd,Materials
SRN.AX,Surefire Resources NL,Materials
SRV.AX,Servcorp Ltd,Real Estate
SRY.AX,Story-I Ltd,Consumer Discretionary
SRZ.AX,Stellar Resources Ltd,Materials
SSG.AX,Shaver Shop Group Ltd,Consumer Discretionary
SSL.AX,Sietel Ltd,Real Estate
SSLPA.AX,Sietel Ltd,Financials
SSM.AX,Service Stream Ltd,Industrials
SSO.AX,SPDR S&P/ASX Small Ordinaries Fund,
SST.AX,Steamships Trading Company Ltd,Industrials
ST1.AX,Spirit Telecom Ltd,
STA.AX,Strandline Resources Ltd,Materials
STC.AX,Sinetech Ltd,Information Technology
STG.AX,Straker Translations Ltd,Communication Services
STM.AX,Sunstone Metals Ltd,Materials
STN.AX,Saturn Metals Ltd,Materials
STO.AX,Santos Ltd,Energy
STW.AX,SPDR S&P/ASX 200 Fund,
STX.AX,Strike Energy Ltd,Energy
SUBD.AX,Vaneck Vectors Australian Subordinated Debt ETF,
SUD.AX,Suda Pharmaceuticals Ltd,Health Care
SUH.AX,Southern Hemisphere Mining Ltd,Materials
SUL.AX,Super Retail Group Ltd,Consumer Discretionary
SUN.AX,Suncorp Group Ltd,Financials
SUP.AX,Superior Lake Resources Ltd,Materials
SVA.AX,Simavita Ltd,Health Care
SVD.AX,Scandivanadium Ltd,Materials
SVH.AX,Silver Heritage Group Ltd,Consumer Discretionary
SVL.AX,Silver Mines Ltd,Materials
SVM.AX,Sovereign Metals Ltd,Materials
SVS.AX,Sunvest Corporation Ltd,
SVW.AX,Seven Group Holdings Ltd,Industrials
SVY.AX,Stavely Minerals Ltd,Materials
SW1.AX,Swift Media Ltd,Communication Services
SWF.AX,Selfwealth Ltd,Financials
SWK.AX,Swick Mining Services Ltd,Materials
SWM.AX,Seven West Media Ltd,Communication Services
SWTZ.AX,Switzer Dividend Growth Fund (Managed Fund),
SXA.AX,Strata-X Energy Ltd,Energy
SXE.AX,Southern Cross Electrical Engineering Ltd,Industrials
SXL.AX,Southern Cross Media Group Ltd,Communication Services
SXX.AX,Southern Cross Exploration N.L.,Materials
SXY.AX,SENEX Energy Ltd,Energy
SYA.AX,Sayona Mining Ltd,Materials
SYD.AX,Sydney Airport,Industrials
SYI.AX,SPDR MSCI Australia Select High Dividend Yield Fund,
SYR.AX,Syrah Resources Ltd,Materials
SYS.AX,SYNGAS Limited,Energy
SYT.AX,Syntonic Ltd,Information Technology
SZL.AX,Sezzle Inc,Financials
T3D.AX,333D Ltd,Industrials
TAH.AX,Tabcorp Holdings Ltd,Consumer Discretionary
TAM.AX,Tanami Gold NL,Materials
TAO.AX,TAO Commodities Ltd,Materials
TAP.AX,TAP Oil Ltd,Energy
TAR.AX,Taruga Minerals Ltd,Materials
TAS.AX,Tasman Resources Ltd,Materials
TBL.AX,Tambla Ltd,Information Technology
TBR.AX,Tribune Resources Ltd,Materials
TCL.AX,Transurban Group,Industrials
TCN.AX,Techniche Ltd,Information Technology
TCO.AX,Transmetro Corporation Ltd,Consumer Discretionary
TD1.AX,Tali Digital Ltd,Health Care
TDI.AX,360 Capital Digital Infrastructure Fund,
TDL.AX,TBG Diagnostics Ltd,Health Care
TDO.AX,3D Oil Ltd,Energy
TDY.AX,Thedocyard Ltd,Information Technology
TECH.AX,ETFs Morningstar Global Technology ETF,
TEG.AX,Triangle Energy (Global) Ltd,Energy
TEK.AX,Thorney Technologies Ltd,
TER.AX,Terracom Ltd,Energy
TFL.AX,Tasfoods Ltd,Consumer Staples
TGA.AX,Thorn Group Ltd,Consumer Discretionary
TGF.AX,Tribeca Global Natural Resources Ltd,
TGG.AX,Templeton Global Growth Fund Ltd,
TGH.AX,Terragen Holdings Ltd,Materials
TGM.AX,Theta Gold Mines Ltd,Materials
TGN.AX,Tungsten Mining NL,Materials
TGO.AX,Trimantium Growthops Ltd,Information Technology
TGP.AX,360 Capital Group,Real Estate
TGR.AX,Tassal Group Ltd,Consumer Staples
THC.AX,THC Global Group Ltd,Health Care
THD.AX,Thred Ltd,Communication Services
THR.AX,Thor Mining Plc,Materials
TIA.AX,Tian An Australia Ltd,Real Estate
TIE.AX,Tietto Minerals Ltd,Materials
TIG.AX,Tigers Realm Coal Ltd,Materials
TIN.AX,TNT Mines Ltd,Materials
TIP.AX,Teaminvest Private Group Ltd,Financials
TKF.AX,Tikforce Ltd,Information Technology
TKL.AX,Traka Resources Ltd,Materials
TKM.AX,Trek Metals Ltd,Materials
TLG.AX,Talga Resources Ltd,Materials
TLM.AX,Talisman Mining Ltd,Materials
TLS.AX,Telstra Corporation Ltd,
TLT.AX,Tilt Renewables Ltd,Utilities
TLX.AX,TELIX Pharmaceuticals Ltd,Health Care
TMG.AX,Trigg Mining Ltd,Materials
TMK.AX,Tamaska Oil and Gas Ltd,Energy
TML.AX,Timah Resources Ltd,Utilities
TMR.AX,Tempus Resources Ltd,Materials
TMT.AX,Technology Metals Australia Ltd,Materials
TMX.AX,Terrain Minerals Ltd,Materials
TMZ.AX,Thomson Resources Ltd,Materials
TNE.AX,Technology One Ltd,Information Technology
TNG.AX,TNG Ltd,Materials
TNK.AX,Think Childcare Group,Consumer Discretionary
TNP.AX,Triple Energy Ltd,Energy
TNR.AX,Torian Resources Ltd,Materials
TNT.AX,Tesserent Ltd,Information Technology
TNY.AX,Tinybeans Group Ltd,Communication Services
TOE.AX,Toro Energy Ltd,Energy
TOM.AX,Tomizone Ltd,
TON.AX,Triton Minerals Ltd,Materials
TOP.AX,Thorney Opportunities Ltd,
TOT.AX,360 Capital REIT,Financials
TOU.AX,Tlou Energy Ltd,Energy
TPC.AX,TPC Consolidated Ltd,Utilities
TPD.AX,Talon Petroleum Ltd,Energy
TPM.AX,TPG Telecom Ltd,
TPO.AX,Tian Poh Resources Ltd,Materials
TPP.AX,Tempo Australia Ltd,Industrials
TPS.AX,Threat Protect Australia Ltd,Industrials
TPW.AX,Temple & Webster Group Ltd,Consumer Discretionary
TRA.AX,Turners Automotive Group Ltd,Consumer Discretionary
TRL.AX,Tanga Resources Ltd,Materials
TRM.AX,Truscott Mining Corporation Ltd,Materials
TRS.AX,The Reject Shop Ltd,Consumer Discretionary
TRT.AX,Todd River Resources Ltd,Materials
TRY.AX,Troy Resources Ltd,Materials
TSC.AX,Twenty Seven Co. Ltd,Energy
TSL.AX,Titanium Sands Ltd,Materials
TSO.AX,Tesoro Resources Ltd,Materials
TTA.AX,TTA Holdings Ltd,Consumer Discretionary
TTB.AX,Total Brain Ltd,Health Care
TTI.AX,Traffic Technologies Ltd,Industrials
TTL.AX,Transcendence Technologies Ltd,Information Technology
TTM.AX,Titan Minerals Ltd,Materials
TTT.AX,Titomic Ltd,Materials
TV2.AX,TV2U International Ltd,Information Technology
TWD.AX,Tamawood Ltd,Consumer Discretionary
TWE.AX,Treasury Wine Estates Ltd,Consumer Staples
TWR.AX,Tower Ltd,Financials
TYM.AX,TYMLEZ Group Ltd,Information Technology
TYR.AX,Tyro Payments Ltd,Information Technology
TYX.AX,Tyranna Resources Ltd,Materials
TZL.AX,TZ Ltd,Information Technology
TZN.AX,Terramin Australia Ltd,Materials
UBA.AX,Ubs IQ MSCI Australia Ethical ETF,
UBE.AX,Ubs IQ MSCI Europe Ethical ETF,
UBI.AX,Universal Biosensors Inc,Health Care
UBJ.AX,Ubs IQ MSCI Japan Ethical ETF,
UBN.AX,Urbanise.com Ltd,Information Technology
UBP.AX,Ubs IQ MSCI Asia APEX 50 Ethical ETF,
UBU.AX,Ubs IQ MSCI Usa Ethical ETF,
UBW.AX,Ubs IQ MSCI World Ex Australia Ethical ETF,
UCM.AX,Uscom Ltd,Health Care
UCW.AX,UCW Ltd,Consumer Discretionary
UMAX.AX,Betashares S&P 500 Yield Maximiser Fund,
UMG.AX,United Malt Group Ltd,Consumer Staples
UNL.AX,United Networks Ltd,
UNV.AX,Universal Coal Plc,Energy
UOS.AX,United Overseas Australia Ltd,Real Estate
URF.AX,US Masters Residential Property Fund,Real Estate
URW.AX,Unibail-Rodamco-Westfield,Real Estate
USD.AX,Betashares U.S. Dollar ETF,
UTR.AX,Ultracharge Limited,Industrials
UUL.AX,Ultima United Ltd,Real Estate
UUV.AX,UUV Aquabotix Ltd,Industrials
UWL.AX,Uniti Group Ltd,
VACF.AX,Vanguard Australian Corp Fixed Interest INDEX ETF,
VAE.AX,Vanguard Ftse Asia Ex Japan Shares INDEX ETF,
VAF.AX,Vanguard Australian Fixed Interest INDEX ETF,
VAH.AX,Virgin Australia Holdings Ltd,Industrials
VAL.AX,Valor Resources Ltd,Materials
VAN.AX,Vango Mining Ltd,Materials
VAP.AX,Vanguard Australian Property Securities INDEX ETF,
VAR.AX,Variscan Mines Ltd,Materials
VAS.AX,Vanguard Australian Shares INDEX ETF,
VBLD.AX,Vanguard Global Infrastructure INDEX ETF,
VBND.AX,Vanguard Global Aggregate Bond INDEX (Hedged) ETF,
VBS.AX,Vectus Biosystems Ltd,Health Care
VCF.AX,Vanguard International Credit Securities INDEX (Hedged) ETF,
VCX.AX,Vicinity Centres,Real Estate
VDBA.AX,Vanguard Diversified Balanced INDEX ETF,
VDCO.AX,Vanguard Diversified Conservative INDEX ETF,
VDGR.AX,Vanguard Diversified Growth INDEX ETF,
VDHG.AX,Vanguard Diversified High Growth INDEX ETF,
VEA.AX,Viva Energy Group Ltd,Energy
VEC.AX,Vector Resources Ltd,Materials
VEE.AX,Veem Ltd,Industrials
VEFI.AX,Vanguard Ethically Conscious GLB Agg Bond INDEX (Hedged) ETF,
VEN.AX,Vintage Energy Ltd,Energy
VEQ.AX,Vanguard Ftse Europe Shares ETF,
VESG.AX,Vanguard Ethically Conscious International Shares INDEX ETF,
VEU.AX,Vanguard All-World Ex-US Shares INDEX ETF,
VG1.AX,Vgi Partners Global Investments Ltd,
VG8.AX,Vgi Partners Asian Investments Ltd,
VGAD.AX,Vanguard MSCI INDEX International Shares (Hedged) ETF,
VGB.AX,Vanguard Australian Government Bond INDEX ETF,
VGE.AX,Vanguard Ftse Emerging Markets Shares ETF,
VGI.AX,VGI Partners Ltd,Financials
VGL.AX,Vista Group International Ltd,Information Technology
VGMF.AX,Vanguard Global Multi-Factor Active ETF (Managed Fund),
VGS.AX,Vanguard MSCI INDEX International Shares ETF,
VHT.AX,Volpara Health Technologies Ltd,Health Care
VHY.AX,Vanguard Australian Shares High Yield ETF,
VIA.AX,Viagold Capital Ltd,Materials
VIC.AX,Victory Mines Ltd,Materials
VIF.AX,Vanguard International Fixed Interest INDEX (Hedged) ETF,
VIG.AX,Victor Group Holdings Ltd,Information Technology
VII.AX,Vietnam Industrial Investments Ltd,Materials
VIP.AX,VIP Gloves Ltd,Health Care
VISM.AX,Vanguard MSCI International Small Companies INDEX ETF,
VIV.AX,Vivid Technology Ltd,Industrials
VKA.AX,Viking Mines Ltd,Materials
VLC.AX,Vanguard MSCI Australian Large Companies INDEX ETF,
VLS.AX,Vita Life Sciences Ltd,Health Care
VLT.AX,Vault Intelligence Ltd,Information Technology
VMC.AX,Venus Metals Corporation Ltd,Materials
VMG.AX,VDM Group Ltd,Industrials
VMIN.AX,Vanguard Global Minimum Volatility Active ETF (Managed Fund),
VML.AX,Vital Metals Ltd,Materials
VMS.AX,Venture Minerals Ltd,Materials
VMT.AX,Vmoto Ltd,Consumer Discretionary
VMX.AX,Valmec Ltd,Energy
VMY.AX,Vimy Resources Ltd,Energy
VN8.AX,VONEX Ltd,
VOC.AX,Vocus Group Ltd,
VOL.AX,Victory Offices Ltd,Real Estate
VOR.AX,Vortiv Ltd,Information Technology
VP7.AX,Velocity Property Group Ltd,Real Estate
VPC.AX,VPCL Ltd,
VPR.AX,Volt Power Group Ltd,Utilities
VR1.AX,Vection Technologies Ltd,Information Technology
VR8.AX,Vanadium Resources Ltd,Materials
VRC.AX,Volt Resources Ltd,Materials
VRL.AX,Village Roadshow Ltd,Communication Services
VRS.AX,Veris Ltd,Industrials
VRT.AX,Virtus Health Ltd,Health Care
VRX.AX,VRX Silica Ltd,Materials
VSO.AX,Vanguard MSCI Australian Small Companies INDEX ETF,
VTG.AX,Vita Group Ltd,Consumer Discretionary
VTH.AX,Vitalharvest Freehold Trust,Real Estate
VTI.AX,"Visioneering Technologies, Inc",Health Care
VTS.AX,Vanguard US Total Market Shares INDEX ETF,
VUK.AX,Virgin Money Uk Plc,Financials
VUL.AX,Vulcan Energy Resources Ltd,Materials
VVA.AX,Viva Leisure Ltd,Consumer Discretionary
VVLU.AX,Vanguard Global Value Equity Active ETF (Managed Fund),
VVR.AX,Viva Energy REIT,Real Estate
VXR.AX,Venturex Resources Ltd,Materials
VYS.AX,Vysarn Ltd,Materials
WAA.AX,Wam Active Ltd,
WAF.AX,West African Resources Ltd,Materials
WAM.AX,WAM Capital Ltd,
WAT.AX,Waterco Ltd,Consumer Discretionary
WAX.AX,Wam Research Ltd,
WBC.AX,Westpac Banking Corporation,Financials
WBE.AX,Whitebark Energy Ltd,Energy
WBT.AX,Weebit Nano Ltd,Information Technology
WCMQ.AX,WCM Quality Global Growth Fund (Quoted Managed Fund),
WCN.AX,White Cliff Minerals Ltd,Materials
WDIV.AX,SPDR S&P Global Dividend Fund,
WDMF.AX,Ishares Edge MSCI World Multifactor ETF,
WEB.AX,Webjet Ltd,Consumer Discretionary
WEC.AX,White Energy Company Ltd,Energy
WEL.AX,Winchester Energy Ltd,Energy
WEMG.AX,SPDR S&P Emerging Markets Fund,
WES.AX,Wesfarmers Ltd,Consumer Discretionary
WFE.AX,Winmar Resources Ltd,Materials
WGB.AX,Wam Global Ltd,
WGN.AX,Wagners Holding Company Ltd,Materials
WGO.AX,Warrego Energy Ltd,Energy
WGX.AX,Westgold Resources Ltd,Materials
WHA.AX,Wattle Health Australia Ltd,Consumer Staples
WHC.AX,Whitehaven Coal Ltd,Energy
WHF.AX,Whitefield Ltd,
WHFPA.AX,Whitefield Ltd,Financials
WHK.AX,Whitehawk Ltd,Consumer Discretionary
WIC.AX,Westoz Investment Company Ltd,
WJA.AX,Wameja Ltd,Information Technology
WKT.AX,Walkabout Resources Ltd,Materials
WLC.AX,Wollongong Coal Ltd,Materials
WLD.AX,Wellard Ltd,Consumer Staples
WLE.AX,Wam Leaders Ltd,
WLF.AX,Wolf Minerals,Materials
WMI.AX,Wam Microcap Ltd,
WML.AX,Woomera Mining Ltd,Materials
WNB.AX,Wellness and Beauty Solutions Ltd,Consumer Discretionary
WND.AX,Windlab Ltd,Utilities
WNR.AX,Wingara AG Ltd,Consumer Staples
WNS.AX,World.Net Services Ltd,Information Technology
WOA.AX,Wide Open Agriculture Ltd,Consumer Staples
WOR.AX,Worley Ltd,Energy
WOW.AX,Woolworths Group Ltd,Consumer Staples
WPL.AX,Woodside Petroleum Ltd,Energy
WPP.AX,WPP AUNZ Ltd,Communication Services
WQG.AX,WCM Global Growth Ltd,
WRLD.AX,Betashares Managed Risk Global Share Fund (Managed Fund),
WRM.AX,White Rock Minerals Ltd,Materials
WSA.AX,Western Areas Ltd,Materials
WSI.AX,Weststar Industrial Ltd,Materials
WSP.AX,Whispir Ltd,Information Technology
WTC.AX,Wisetech Global Ltd,Information Technology
WTL.AX,WT Financial Group Ltd,Financials
WVOL.AX,Ishares Edge MSCI World Minimum Volatility ETF,
WWG.AX,Wiseway Group Ltd,Industrials
WWI.AX,West Wits Mining Ltd,Materials
WXHG.AX,SPDR S&P World Ex Australia (Hedged) Fund,
WXOZ.AX,SPDR S&P World Ex Australia Fund,
WZR.AX,Wisr Ltd,Financials
XAM.AX,Xanadu Mines Ltd,Materials
XARO.AX,Activex Ardea Real Outcome Bond Fund (Managed Fund),
XCD.AX,XCD Energy Ltd,Energy
XF1.AX,Xref Ltd,Information Technology
XPD.AX,XPD Soccer Gear Group Ltd,Consumer Discretionary
XPE.AX,Xped Ltd,Information Technology
XPL.AX,Xplore Wealth Ltd,Financials
XRF.AX,XRF Scientific Ltd,Industrials
XRO.AX,Xero Ltd,Information Technology
XST.AX,Xstate Resources Ltd,Energy
XTC.AX,Xantippe Resources Ltd,Materials
XTD.AX,XTD Ltd,Communication Services
XTE.AX,Xtek Ltd,Industrials
YAL.AX,Yancoal Australia Ltd,Energy
YANK.AX,Betashares Strong U.S. Dollar Fund (Hedge Fund),
YBR.AX,Yellow Brick Road Holdings Ltd,Financials
YMAX.AX,Betashares Aus TOP20 Equity Yield MAX Fund (MG FD),Consumer Discretionary
YOJ.AX,Yojee Ltd,Information Technology
YOW.AX,Yowie Group Ltd,Consumer Staples
YPB.AX,YPB Group Ltd,Industrials
YRL.AX,Yandal Resources Ltd,Materials
Z1P.AX,ZIP Co Ltd,Financials
Z3RO.AX,Pinnacle Ashares Dynamic Cash Fund (Managed Fund),
ZEL.AX,Z Energy Ltd,Energy
ZEN.AX,Zenith Energy Ltd,Utilities
ZER.AX,ZETA Resources Ltd,
ZEU.AX,ZEUS Resources Ltd,Energy
ZGL.AX,ZICOM Group Ltd,Industrials
ZIM.AX,Zimplats Holdings Ltd,Materials
ZIP.AX,Ziptel Ltd,
ZLD.AX,Zelira Therapeutics Ltd,Health Care
ZMI.AX,ZINC of Ireland NL,Materials
ZMICA.AX,ZINC of Ireland NL,
ZNC.AX,Zenith Minerals Ltd,Materials
ZNO.AX,ZOONO Group Ltd,Materials
ZUSD.AX,ETFs Enhanced Usd Cash ETF,
ZYAU.AX,ETFs S&P/ASX 300 High Yield Plus ETF,
ZYB.AX,ZYBER Holdings Ltd,Information Technology
ZYUS.AX,ETFs S&P 500 High Yield Low Volatility ETF,
