Ticker,Company,Sector
PATK,PATRICK INDUSTRIES INC,Consumer Discretionary
DVAX,DYNAVAX TECHNOLOGIES CORP,Health Care
CCXI,CHEMOCENTRYX INC,Health Care
PRAA,PRA GROUP INC,Financials
TDS,TELEPHONE AND DATA SYSTEMS INC,Communication
XPER,XPERI HOLDING CORP,Information Technology
LGND,LIGAND PHARMACEUTICALS INC,Health Care
LILAK,LIBERTY LATIN AMERICA LTD CLASS C,Communication
PLMR,PALOMAR HOLDINGS INC,Financials
CTRE,CARETRUST REIT INC,Real Estate
AKR,ACADIA REALTY TRUST REIT,Real Estate
ACCD,ACCOLADE INC,Health Care
CVET,COVETRUS INC,Health Care
RPAY,REPAY HOLDINGS CORP CLASS A,Information Technology
GMS,GMS INC,Industrials
EPC,EDGEWELL PERSONAL CARE,Consumer Staples
SVC,SERVICE PROPERTIES TRUST,Real Estate
BGS,B AND G FOODS INC,Consumer Staples
DRH,DIAMONDROCK HOSPITALITY REIT,Real Estate
SBCF,SEACOAST BANKING OF FLORIDA,Financials
MNRO,MONRO INC,Consumer Discretionary
VBTX,VERITEX HOLDINGS INC,Financials
COKE,COCA COLA CONSOLIDATED INC,Consumer Staples
NTCT,NETSCOUT SYSTEMS INC,Information Technology
SILK,SILK ROAD MEDICAL INC,Health Care
SJW,SJW GROUP,Utilities
UCTT,ULTRA CLEAN HOLDINGS INC,Information Technology
GBT,GLOBAL BLOOD THERAPEUTICS INC,Health Care
PRLB,PROTO LABS INC,Industrials
KRG,KITE REALTY GROUP TRUST REIT,Real Estate
CDXS,CODEXIS INC,Health Care
NTB,BANK OF NT BUTTERFIELD & SON LTD,Financials
CASH,META FINANCIAL GROUP INC,Financials
GEF,GREIF INC CLASS A,Materials
PSMT,PRICESMART INC,Consumer Staples
CCS,CENTURY COMMUNITIES INC,Consumer Discretionary
BGCP,BGC PARTNERS INC CLASS A,Financials
AMRC,AMERESCO INC CLASS A,Industrials
PRK,PARK NATIONAL CORP,Financials
ETWO,E2OPEN PARENT HOLDINGS INC CLASS A,Information Technology
MNR,MONMOUTH REAL ESTATE INVESTMENT RE,Real Estate
GVA,GRANITE CONSTRUCTION INC,Industrials
KYMR,KYMERA THERAPEUTICS INC,Health Care
WOR,WORTHINGTON INDUSTRIES INC,Materials
MGRC,MCGRATH RENT,Industrials
SRNE,SORRENTO THERAPEUTICS INC,Health Care
KAR,KAR AUCTION SERVICES INC,Industrials
GWB,GREAT WESTERN BANCORP INC,Financials
BAND,BANDWIDTH INC CLASS A,Communication
NPO,ENPRO INDUSTRIES INC,Industrials
PFS,PROVIDENT FINANCIAL SERVICES INC,Financials
MSGE,MADISON SQUARE GARDEN ENTERTAINMEN,Communication
COUR,COURSERA INC,Consumer Discretionary
EGBN,EAGLE BANCORP INC,Financials
TGH,TEXTAINER GROUP HOLDINGS LTD,Industrials
SBH,SALLY BEAUTY HOLDINGS INC,Consumer Discretionary
ICFI,ICF INTERNATIONAL INC,Industrials
CENTA,CENTRAL GARDEN AND PET CLASS A,Consumer Staples
STAR,ISTAR REIT INC,Real Estate
TRIL,TRILLIUM THERAPEUTICS INC,Health Care
DEA,EASTERLY GOVERNMENT PROPERTIES INC,Real Estate
FIBK,FIRST INTERSTATE BANCSYSTEM INC CL,Financials
HCSG,HEALTHCARE SERVICES GROUP INC,Industrials
ILPT,INDUSTRIAL LOGISTICS PROPERTIES TR,Real Estate
ARGO,ARGO GROUP INTERNATIONAL HOLDINGS,Financials
NG,NOVAGOLD RESOURCES INC,Materials
PGRE,PARAMOUNT GROUP REIT INC,Real Estate
HMHC,HOUGHTON MIFFLIN HARCOURT,Consumer Discretionary
CBZ,CBIZ INC,Industrials
ATGE,ADTALEM GLOBAL EDUCATION INC,Consumer Discretionary
MSEX,MIDDLESEX WATER,Utilities
FROG,JFROG LTD,Information Technology
BANR,BANNER CORP,Financials
MTOR,MERITOR INC,Industrials
LKFN,LAKELAND FINANCIAL CORP,Financials
KALU,KAISER ALUMINIUM CORP,Materials
MDRX,ALLSCRIPTS HEALTHCARE SOLUTIONS IN,Health Care
STC,STEWART INFO SERVICES CORP,Financials
ALEX,ALEXANDER AND BALDWIN INC,Real Estate
CWH,CAMPING WORLD HOLDINGS INC CLASS A,Consumer Discretionary
SKT,TANGER FACTORY OUTLET CENTERS REIT,Real Estate
BRP,BRP GROUP INC CLASS A,Financials
FLGT,FULGENT GENETICS INC,Health Care
FOE,FERRO CORP,Materials
LAUR,LAUREATE EDUCATION INC CLASS A,Consumer Discretionary
EFSC,ENTERPRISE FINANCIAL SERVICES CORP,Financials
TTEC,TTEC HOLDINGS INC,Information Technology
SANA,SANA BIOTECHNOLOGY INC,Health Care
SLQT,SELECTQUOTE INC,Financials
HNI,HNI CORP,Industrials
MYRG,MYR GROUP INC,Industrials
UIS,UNISYS CORP,Information Technology
AHCO,ADAPTHEALTH CORP,Health Care
PLAY,DAVE AND BUSTERS ENTERTAINMENT INC,Consumer Discretionary
EPAY,BOTTOMLINE TECHNOLOGIES INC,Information Technology
STRA,STRATEGIC EDUCATION INC,Consumer Discretionary
LNN,LINDSAY CORP,Industrials
OCGN,OCUGEN INC,Health Care
ISEE,IVERIC BIO INC,Health Care
VCRA,VOCERA COMMUNICATIONS INC,Health Care
STEP,STEPSTONE GROUP INC CLASS A,Financials
RLAY,RELAY THERAPEUTICS INC,Health Care
HOPE,HOPE BANCORP INC,Financials
MHO,M I HOMES INC,Consumer Discretionary
NYMT,NEW YORK MORTGAGE TRUST REIT INC,Financials
BALY,BALLY S CORP,Consumer Discretionary
PTEN,PATTERSON UTI ENERGY INC,Energy
SWTX,SPRINGWORKS THERAPEUTICS INC,Health Care
KN,KNOWLES CORP,Information Technology
OSIS,OSI SYSTEMS INC,Information Technology
RVMD,REVOLUTION MEDICINES INC,Health Care
BIG,BIG LOTS INC,Consumer Discretionary
GNL,GLOBAL NET LEASE INC,Real Estate
CSGS,CSG SYSTEMS INTERNATIONAL INC,Information Technology
AVYA,AVAYA HOLDINGS CORP,Information Technology
NWBI,NORTHWEST BANCSHARES INC,Financials
GOLF,ACUSHNET HOLDINGS CORP,Consumer Discretionary
MEI,METHODE ELECTRONICS INC,Information Technology
PAR,PAR TECHNOLOGY CORP,Information Technology
HMN,HORACE MANN EDUCATORS CORP,Financials
CRS,CARPENTER TECHNOLOGY CORP,Materials
TREE,LENDINGTREE INC,Financials
CCCC,C4 THERAPEUTICS INC,Health Care
ACLS,AXCELIS TECHNOLOGIES INC,Information Technology
CLI,MACK-CALI REALTY REIT CORP,Real Estate
CDE,COEUR MINING INC,Materials
LNTH,LANTHEUS HOLDINGS INC,Health Care
BCEI,BONANZA CREEK ENERGY INC,Energy
SMCI,SUPER MICRO COMPUTER INC,Information Technology
DLX,DELUXE CORP,Industrials
MVIS,MICROVISION INC,Information Technology
ECPG,ENCORE CAPITAL GROUP INC,Financials
RWT,REDWOOD TRUST REIT INC,Financials
LGFB,LIONS GATE ENTERTAINMENT NON VOTIN,Communication
AVNS,AVANOS MEDICAL INC,Health Care
KDMN,KADMON INC,Health Care
AMWL,AMERICAN WELL CORP CLASS A,Health Care
ESRT,EMPIRE STATE REALTY REIT INC TRUST,Real Estate
MLAB,MESA LABORATORIES INC,Health Care
BBBY,BED BATH AND BEYOND INC,Consumer Discretionary
BSIG,BRIGHTSPHERE INVESTMENT GROUP INC,Financials
CFFN,CAPITOL FEDERAL FINANCIAL INC,Financials
TVTX,TRAVERE THERAPEUTICS INC,Health Care
EB,EVENTBRITE CLASS A INC,Communication
CRTX,CORTEXYME INC,Health Care
FBK,FB FINANCIAL CORP,Financials
LZB,LA-Z-BOY INC,Consumer Discretionary
SHEN,SHENANDOAH TELECOMMUNICATIONS,Communication
BNGO,BIONANO GENOMICS INC,Health Care
NBTB,NBT BANCORP INC,Financials
CRVL,CORVEL CORP,Health Care
HYFM,HYDROFARM HOLDINGS GROUP INC,Industrials
ARCH,ARCH RESOURCES INC CLASS A,Energy
ATRA,ATARA BIOTHERAPEUTICS INC,Health Care
SYBT,STOCK YARDS BANCORP INC,Financials
OPK,OPKO HEALTH INC,Health Care
ANAT,AMERICAN NATIONAL GROUP INC,Financials
JOE,ST JOE,Real Estate
MEG,MONTROSE ENVIRONMENTAL GRP INC,Industrials
SUPN,SUPERNUS PHARMACEUTICALS INC,Health Care
OXM,OXFORD INDUSTRIES INC,Consumer Discretionary
TBBK,BANCORP INC,Financials
COHU,COHU INC,Information Technology
INFN,INFINERA CORP,Information Technology
SENS,SENSEONICS HOLDINGS INC,Health Care
OPRX,OPTIMIZERX CORP,Health Care
OII,OCEANEERING INTERNATIONAL INC,Energy
MTRN,MATERION CORP,Materials
KRA,KRATON CORP,Materials
QTRX,QUANTERIX CORP,Health Care
GBX,GREENBRIER INC,Industrials
NXRT,NEXPOINT RESIDENTIAL TRUST INC,Real Estate
CMPR,CIMPRESS PLC,Industrials
RCUS,ARCUS BIOSCIENCES INC,Health Care
VRTV,VERITIV CORP,Industrials
DRNA,DICERNA PHARMACEUTICALS INC,Health Care
RVNC,REVANCE THERAPEUTICS INC,Health Care
ATSG,AIR TRANSPORT SERVICES GROUP INC,Industrials
INO,INOVIO PHARMACEUTICALS INC,Health Care
MBUU,MALIBU BOATS CLASS A INC,Consumer Discretionary
TTMI,TTM TECHNOLOGIES INC,Information Technology
NWN,NORTHWEST NATURAL HOLDING COMPANY,Utilities
PRIM,PRIMORIS SERVICES CORP,Industrials
PTGX,PROTAGONIST THERAPEUTICS INC,Health Care
ALG,ALAMO GROUP INC,Industrials
RGNX,REGENXBIO INC,Health Care
PBF,PBF ENERGY INC CLASS A,Energy
NNI,NELNET INC CLASS A,Financials
CMCO,COLUMBUS MCKINNON CORP,Industrials
TRS,TRIMAS CORP,Materials
ELF,ELF BEAUTY INC,Consumer Staples
NOG,NORTHERN OIL AND GAS INC,Energy
ALEC,ALECTOR INC,Health Care
WABC,WESTAMERICA BANCORPORATION,Financials
PLUS,EPLUS,Information Technology
SUMO,SUMO LOGIC INC,Information Technology
CDMO,AVID BIOSERVICES INC,Health Care
SEER,SEER INC CLASS A,Health Care
TNC,TENNANT,Industrials
CLNE,CLEAN ENERGY FUELS CORP,Energy
IPAR,INTER PARFUMS INC,Consumer Staples
AZZ,AZZ INC,Industrials
LRN,STRIDE INC,Consumer Discretionary
HCC,WARRIOR MET COAL INC,Materials
BLUE,BLUEBIRD BIO INC,Health Care
ENTA,ENANTA PHARMACEUTICALS INC,Health Care
KFRC,KFORCE INC,Industrials
CSR,CENTERSPACE,Real Estate
GLNG,GOLAR LNG LTD,Energy
SHYF,SHYFT GROUP INC,Industrials
DCPH,DECIPHERA PHARMACEUTICALS INC,Health Care
FBNC,FIRST BANCORP,Financials
CUBI,CUSTOMERS BANCORP INC,Financials
USPH,US PHYSICAL THERAPY INC,Health Care
DIN,DINE BRANDS GLOBAL INC,Consumer Discretionary
KOS,KOSMOS ENERGY LTD,Energy
SAFE,SAFEHOLD INC,Real Estate
DK,DELEK US HOLDINGS INC,Energy
CSTL,CASTLE BIOSCIENCES INC,Health Care
BTU,PEABODY ENERGY CORP,Energy
ENVA,ENOVA INTERNATIONAL INC,Financials
RGR,STURM RUGER INC,Consumer Discretionary
SCHN,SCHNITZER STEEL INDUSTRIES INC CLA,Materials
GEVO,GEVO INC,Energy
JRVR,JAMES RIVER GROUP HOLDINGS LTD,Financials
LADR,LADDER CAPITAL CORP CLASS A,Financials
PRO,PROS HOLDINGS INC,Information Technology
SBGI,SINCLAIR BROADCAST GROUP INC CLASS,Communication
NVEE,NV5 GLOBAL INC,Industrials
AMCX,AMC NETWORKS CLASS A INC,Communication
HSC,HARSCO CORP,Industrials
OCFC,OCEANFIRST FINANCIAL CORP,Financials
BUSE,FIRST BUSEY CORP,Financials
LBRT,LIBERTY OILFIELD SERVICES INC CLAS,Energy
LTC,LTC PROPERTIES REIT INC,Real Estate
CERE,CEREVEL THERAPEUTICS HOLDINGS INC,Health Care
OFG,OFG BANCORP,Financials
FIZZ,NATIONAL BEVERAGE CORP,Consumer Staples
TPIC,TPI COMPOSITES INC,Industrials
CDEV,CENTENNIAL RESOURCE DEVELOPMENT IN,Energy
MNKD,MANNKIND CORP,Health Care
GRWG,GROWGENERATION CORP,Consumer Discretionary
SXI,STANDEX INTERNATIONAL CORP,Industrials
MGNX,MACROGENICS INC,Health Care
BRMK,BROADMARK REALTY CAPITAL INC,Financials
PING,PING IDENTITY HOLDING CORP,Information Technology
XPEL,XPEL INC,Consumer Discretionary
OPI,OFFICE PROPERTIES INCOME TRUST,Real Estate
ECHO,ECHO GLOBAL LOGISTICS INC,Industrials
CYH,COMMUNITY HEALTH SYSTEMS INC,Health Care
TELL,TELLURIAN INC,Energy
GIII,G III APPAREL GROUP LTD,Consumer Discretionary
BKD,BROOKDALE SENIOR LIVING INC,Health Care
RDNT,RADNET INC,Health Care
HEES,H AND E EQUIPMENT SERVICES INC,Industrials
FCF,FIRST COMMONWEALTH FINANCIAL CORP,Financials
YEXT,YEXT INC,Information Technology
CSII,CARDIOVASCULAR SYSTEMS INC,Health Care
EXTR,EXTREME NETWORKS INC,Information Technology
CALM,CAL MAINE FOODS INC,Consumer Staples
SAH,SONIC AUTOMOTIVE INC CLASS A,Consumer Discretionary
TGI,TRIUMPH GROUP INC,Industrials
GTY,GETTY REALTY REIT CORP,Real Estate
FARO,FARO TECHNOLOGIES INC,Information Technology
SGRY,SURGERY PARTNERS INC,Health Care
GDYN,GRID DYNAMICS HOLDINGS INC CLASS A,Information Technology
BKE,BUCKLE INC,Consumer Discretionary
GPRE,GREEN PLAINS INC,Energy
NBHC,NATIONAL BANK HOLDINGS CORP CLASS,Financials
MORF,MORPHIC HOLDING INC,Health Care
TCBK,TRICO BANCSHARES,Financials
EPAC,ENERPAC TOOL GROUP CORP CLASS A,Industrials
DDS,DILLARDS INC CLASS A,Consumer Discretionary
ASIX,ADVANSIX INC,Materials
PRCH,PORCH GROUP INC,Consumer Discretionary
RILY,B RILEY FINANCIAL INC,Financials
USNA,USANA HEALTH SCIENCES INC,Consumer Staples
CNOB,CONNECTONE BANCORP INC,Financials
ARKO,ARKO,Consumer Discretionary
DCOM,DIME COMMUNITY BANCSHARES INC,Financials
PFC,PREMIER FINANCIAL CORP,Financials
PBI,PITNEY BOWES INC,Industrials
UVV,UNIVERSAL CORP,Consumer Staples
IMGN,IMMUNOGEN INC,Health Care
AXL,AMERICAN AXLE AND MANUFACTURING HO,Consumer Discretionary
SAFT,SAFETY INSURANCE GROUP INC,Financials
GFF,GRIFFON CORP,Industrials
PRPL,PURPLE INNOVATION INC,Consumer Discretionary
AROC,ARCHROCK INC,Energy
RCKT,ROCKET PHARMACEUTICALS INC,Health Care
KURA,KURA ONCOLOGY INC,Health Care
TUP,TUPPERWARE BRANDS CORP,Consumer Discretionary
PLCE,CHILDRENS PLACE INC,Consumer Discretionary
TMP,TOMPKINS FINANCIAL CORP,Financials
BRKL,BROOKLINE BANCORP INC,Financials
SWM,SCHWEITZER MAUDUIT INTERNATIONAL I,Materials
ASTE,ASTEC INDUSTRIES INC,Industrials
AGEN,AGENUS INC,Health Care
AIR,AAR CORP,Industrials
PGTI,PGT INNOVATIONS INC,Industrials
HIBB,HIBBETT INC,Consumer Discretionary
ADUS,ADDUS HOMECARE CORP,Health Care
AMWD,AMERICAN WOODMARK CORP,Industrials
BANF,BANCFIRST CORP,Financials
SNEX,STONEX GROUP INC,Financials
SBSI,SOUTHSIDE BANCSHARES INC,Financials
PRA,PROASSURANCE CORP,Financials
BHLB,BERKSHIRE HILLS BANCORP INC,Financials
MODN,MODEL N INC,Information Technology
MMAT,META MATERIALS INC,Information Technology
OEC,ORION ENGINEERED CARBONS SA,Materials
VECO,VEECO INSTRUMENTS INC,Information Technology
FDP,FRESH DEL MONTE PRODUCE INC,Consumer Staples
CXW,CORECIVIC REIT INC,Industrials
TBI,TRUEBLUE INC,Industrials
CEIX,CONSOL ENERGY INC,Energy
CHCO,CITY HOLDING,Financials
HURN,HURON CONSULTING GROUP INC,Industrials
CHRS,COHERUS BIOSCIENCES INC,Health Care
JYNT,JOINT CORP,Health Care
STBA,S AND T BANCORP INC,Financials
EIG,EMPLOYERS HOLDINGS INC,Financials
AMSF,AMERISAFE INC,Financials
GPRO,GOPRO INC CLASS A,Consumer Discretionary
CWENA,CLEARWAY ENERGY INC CLASS A,Utilities
CNDT,CONDUENT INC,Information Technology
AVXL,ANAVEX LIFE SCIENCES CORP,Health Care
UUUU,ENERGY FUELS INC,Energy
SCS,STEELCASE INC CLASS A,Industrials
HA,HAWAIIAN HOLDINGS INC,Industrials
BRBR,BELLRING BRANDS INC CLASS A,Consumer Staples
AGM,FEDERAL AGRICULTURAL MORTGAGE NON,Financials
EHTH,EHEALTH INC,Financials
AIV,APARTMENT INVESTMENT AND MANAGEMEN,Real Estate
RPT,RPT REALTY,Real Estate
LASR,NLIGHT INC,Information Technology
GCP,GCP APPLIED TECHNOLOGIES INC,Materials
STEM,STEM INC,Industrials
CHCT,COMMUNITY HEALTHCARE TRUST INC,Real Estate
MPLN,MULTIPLAN CORP CLASS A,Health Care
ICHR,ICHOR HOLDINGS LTD,Information Technology
ASPN,ASPEN AEROGELS INC,Energy
EBSB,MERIDIAN BANCORP INC,Financials
DFIN,DONNELLEY FINANCIAL SOLUTIONS INC,Financials
FRO,FRONTLINE LTD,Energy
KAMN,KAMAN CORP,Industrials
TLS,TELOS CORPORATION CORP,Information Technology
MATW,MATTHEWS INTERNATIONAL CORP CLASS,Industrials
FFWM,FIRST FOUNDATION INC,Financials
QADA,QAD INC CLASS A,Information Technology
RSI,RUSH STREET INTERACTIVE INC CLASS,Consumer Discretionary
POLY,PLANTRONICS INC,Information Technology
CHEF,CHEFS WAREHOUSE INC,Consumer Staples
LPI,LAREDO PETROLEUM INC,Energy
FRG,FRANCHISE GROUP INC,Consumer Discretionary
PACK,RANPAK HOLDINGS CORP CLASS A,Materials
AXSM,AXSOME THERAPEUTICS INC,Health Care
ALXO,ALX ONCOLOGY HOLDINGS INC,Health Care
TVTY,TIVITY HEALTH INC,Health Care
USD,USD CASH,Cash and/or Derivatives
MMI,MARCUS & MILLICHAP INC,Real Estate
BLNK,BLINK CHARGING,Industrials
IMAX,IMAX CORP,Communication
DM,DESKTOP METAL INC CLASS A,Industrials
AVID,AVID TECHNOLOGY INC,Information Technology
SGMO,SANGAMO THERAPEUTICS INC,Health Care
IDT,IDT CORP CLASS B,Communication
COWN,COWEN INC CLASS A,Financials
SSP,EW SCRIPPS CLASS A,Communication
INN,SUMMIT HOTEL PROPERTIES REIT INC,Real Estate
SWBI,SMITH WESSON BRANDS INC,Consumer Discretionary
WOW,WIDEOPENWEST INC,Communication
NTGR,NETGEAR INC,Information Technology
AGYS,AGILISYS INC,Information Technology
SATS,ECHOSTAR CORP CLASS A,Communication
CERS,CERUS CORP,Health Care
EVOP,EVO PAYMENTS INC CLASS A,Information Technology
AFIN,AMERICAN FIN INC TRUST CLASS A,Real Estate
BLI,BERKELEY LIGHTS INC,Health Care
PWSC,POWERSCHOOL HOLDINGS INC CLASS A,Consumer Discretionary
CTS,CTS CORP,Information Technology
VREX,VAREX IMAGING CORP,Health Care
HZO,MARINEMAX INC,Consumer Discretionary
APOG,APOGEE ENTERPRISES INC,Industrials
PCVX,VAXCYTE INC,Health Care
ANDE,ANDERSONS INC,Consumer Staples
RADI,RADIUS GLOBAL INFRASTRUCTURE INC C,Communication
CCO,CLEAR CHANNEL OUTDOOR HOLDINGS INC,Communication
DENN,DENNYS CORP,Consumer Discretionary
LUNG,PULMONX CORP,Health Care
SMP,STANDARD MOTOR PRODUCTS INC,Consumer Discretionary
LMAT,LEMAITRE VASCULAR INC,Health Care
VNDA,VANDA PHARMACEUTICALS INC,Health Care
DNOW,NOW INC,Industrials
SPNS,SAPIENS INTERNATIONAL NV,Information Technology
ROAD,CONSTRUCTION PARTNERS INC CLASS A,Industrials
BMTC,BRYN MAWR BANK CORP,Financials
GABC,GERMAN AMERICAN BANCORP INC,Financials
ECOL,US ECOLOGY INC,Industrials
VVI,VIAD CORP,Industrials
GBIO,GENERATION BIO,Health Care
TEN,TENNECO INC CLASS A,Consumer Discretionary
IMKTA,INGLES MARKETS INC CLASS A,Consumer Staples
GSAT,GLOBALSTAR VOTING INC,Communication
KRNY,KEARNY FINANCIAL CORP,Financials
DNMR,DANIMER SCIENTIFIC INC CLASS A,Materials
WASH,WASHINGTON TRUST BANCORP INC,Financials
YMAB,Y MABS THERAPEUTICS INC,Health Care
SCHL,SCHOLASTIC CORP,Communication
ENDP,ENDO INTERNATIONAL PLC,Health Care
ATRI,ATRION CORP,Health Care
UMH,UMH PROPERTIES REIT INC,Real Estate
ANGO,ANGIODYNAMICS INC,Health Care
GOGO,GOGO INC,Communication
OBNK,ORIGIN BANCORP INC,Financials
UPLD,UPLAND SOFTWARE INC,Information Technology
MGPI,MGP INGREDIENTS INC,Consumer Staples
HRTX,HERON THERAPEUTICS INC,Health Care
BATRK,LIBERTY MEDIA LIBERTY BRAVES CORP,Communication
PI,IMPINJ INC,Information Technology
NTST,NETSTREIT CORP,Real Estate
WW,WW INTERNATIONAL INC,Consumer Discretionary
XOG,EXTRACTION OIL & GAS INC,Energy
HSII,HEIDRICK AND STRUGGLES INTERNATION,Industrials
INBX,INHIBRX INC,Health Care
BHE,BENCHMARK ELECTRONICS INC,Information Technology
IVR,INVESCO MORTGAGE CAPITAL REIT INC,Financials
MDGL,MADRIGAL PHARMACEUTICALS INC,Health Care
WMK,WEIS MARKETS INC,Consumer Staples
OCUL,OCULAR THERAPEUTIX INC,Health Care
BLFS,BIOLIFE SOLUTIONS INC,Health Care
ARCT,ARCTURUS THERAPEUTICS HOLDINGS INC,Health Care
PSN,PARSONS CORP,Industrials
GLDD,GREAT LAKES DREDGE AND DOCK CORP,Industrials
CEVA,CEVA INC,Information Technology
REPL,REPLIMUNE GROUP INC,Health Care
CAI,CAI INTERNATIONAL INC,Industrials
GEO,GEO GROUP REIT INC,Real Estate
DRQ,DRIL QUIP INC,Energy
CCSIV,CONSENSUS CLOUD SOLUTIONS INC WHEN,Information Technology
AAN,AARONS COMPANY INC,Consumer Discretionary
ADTN,ADTRAN INC,Information Technology
PFBC,PREFERRED BANK,Financials
SCSC,SCANSOURCE INC,Information Technology
GMRE,GLOBAL MEDICAL REIT INC,Real Estate
ALLO,ALLOGENE THERAPEUTICS INC,Health Care
TILE,INTERFACE INC,Industrials
VRAY,VIEWRAY INC,Health Care
ARR,ARMOUR RESIDENTIAL REIT INC,Financials
FGEN,FIBROGEN INC,Health Care
BANC,BANC OF CALIFORNIA INC,Financials
LBAI,LAKELAND BANCORP INC,Financials
STFC,STATE AUTO FINANCIAL CORP,Financials
DHT,DHT HOLDINGS INC,Energy
XENT,INTERSECT ENT INC,Health Care
NRIX,NURIX THERAPEUTICS INC,Health Care
MRTN,MARTEN TRANSPORT LTD,Industrials
KRYS,KRYSTAL BIOTECH INC,Health Care
MNRL,BRIGHAM MINERALS INC CLASS A,Energy
ZUMZ,ZUMIEZ INC,Consumer Discretionary
ACRS,ACLARIS THERAPEUTICS INC,Health Care
CRK,COMSTOCK RESOURCES INC,Energy
REAL,THE REALREAL INC,Consumer Discretionary
NHC,NATIONAL HEALTHCARE CORP,Health Care
UTZ,UTZ BRANDS INC CLASS A,Consumer Staples
MCRI,MONARCH CASINO AND RESORT INC,Consumer Discretionary
ZGNX,ZOGENIX INC,Health Care
STNG,SCORPIO TANKERS INC,Energy
EFC,ELLINGTON FINANCIAL INC,Financials
RC,READY CAPITAL CORP,Financials
GDEN,GOLDEN ENTERTAINMENT INC,Consumer Discretionary
LOVE,LOVESAC COMPANY,Consumer Discretionary
LGFA,LIONS GATE ENTERTAINMENT VOTING CO,Communication
SFL,SFL LTD,Energy
GCI,GANNETT CO INC,Communication
QNST,QUINSTREET INC,Communication
WRLD,WORLD ACCEPTANCE CORP,Financials
GRC,GORMAN-RUPP,Industrials
TTCF,TATTOOED CHEF INC CLASS A,Consumer Staples
BJRI,BJS RESTAURANTS INC,Consumer Discretionary
ATEC,ALPHATEC HOLDNGS INC,Health Care
PUMP,PROPETRO HOLDING CORP,Energy
GCO,GENESCO INC,Consumer Discretionary
PEBO,PEOPLES BANCORP INC,Financials
HFWA,HERITAGE FINANCIAL CORP,Financials
PLOW,DOUGLAS DYNAMICS INC,Industrials
CAL,CALERES INC,Consumer Discretionary
GOSS,GOSSAMER BIO INC,Health Care
SPTN,SPARTANNASH,Consumer Staples
UVSP,UNIVEST FINANCIAL CORP,Financials
DHC,DIVERSIFIED HEALTHCARE TRUST,Real Estate
AMSWA,AMERICAN SOFTWARE INC CLASS A,Information Technology
NCBS,NICOLET BANKSHARES INC,Financials
AHH,ARMADA HOFFLER PROPERTIES REIT INC,Real Estate
NP,NEENAH INC,Materials
ACCO,ACCO BRANDS CORP,Industrials
RNA,AVIDITY BIOSCIENCES INC,Health Care
SPNT,SIRIUSPOINT LTD,Financials
BRSP,BRIGHTSPIRE CAPITAL INC CLASS A,Financials
HLIT,HARMONIC INC,Information Technology
GSKY,GREENSKY INC CLASS A,Information Technology
IDYA,IDEAYA BIOSCIENCES INC,Health Care
STRO,SUTRO BIOPHARMA INC,Health Care
CRY,CRYOLIFE INC,Health Care
NEX,NEXTIER OILFIELD SOLUTIONS INC,Energy
RXT,RACKSPACE TECHNOLOGY INC,Information Technology
NTUS,NATUS MEDICAL INC,Health Care
CARS,CARS.COM INC,Communication
SRCE,1ST SOURCE CORP,Financials
HYLN,HYLIION HOLDINGS CORP CLASS A,Industrials
KIDS,ORTHOPEDIATRICS CORP,Health Care
PRTY,PARTY CITY HOLDCO INC,Consumer Discretionary
HRMY,HARMONY BIOSCIENCES HLDG INC,Health Care
HMST,HOMESTREET INC,Financials
CENX,CENTURY ALUMINUM,Materials
VTOL,BRISTOW GROUP INC,Energy
GES,GUESS INC,Consumer Discretionary
MNMD,MIND MEDICINE SUBORDINATE VOTING I,Health Care
BCOR,BLUCORA INC,Financials
INGN,INOGEN INC,Health Care
ERII,ENERGY RECOVERY INC,Industrials
SNDX,SYNDAX PHARMACEUTICALS INC,Health Care
GTS,TRIPLE S MANAGEMENT CORP,Health Care
NXGN,NEXTGEN HEALTHCARE INC,Health Care
VXRT,VAXART INC,Health Care
FBMS,FIRST BANCSHARES INC,Financials
QCRH,QCR HOLDINGS INC,Financials
VVNT,VIVINT SMART HOME INC CLASS A,Consumer Discretionary
NFBK,NORTHFIELD BANCORP INC,Financials
NBR,NABORS INDUSTRIES LTD,Energy
PLAB,PHOTRONICS INC,Information Technology
ATEN,A10 NETWORKS INC,Information Technology
CIO,CITY OFFICE REIT INC,Real Estate
IDEX,IDEANOMICS INC,Industrials
DBI,DESIGNER BRANDS INC CLASS A,Consumer Discretionary
CCRN,CROSS COUNTRY HEALTHCARE INC,Health Care
CMRE,COSTAMARE INC,Industrials
BOOM,DMC GLOBAL INC,Energy
HBNC,HORIZON BNCP IND,Financials
PAYA,PAYA HOLDINGS INC CLASS A,Information Technology
OSUR,ORASURE TECHNOLOGIES INC,Health Care
TRTX,TPG RE FINANCE TRUST INC,Financials
MITK,MITEK SYSTEMS INC,Information Technology
WNC,WABASH NATIONAL CORP,Industrials
WKHS,WORKHORSE GROUP INC,Consumer Discretionary
FLWS,1-800 FLOWERS.COM INC CLASS A,Consumer Discretionary
VIVO,MERIDIAN BIOSCIENCE INC,Health Care
UEC,URANIUM ENERGY CORP,Energy
ECOM,CHANNELADVISOR CORP,Information Technology
INSW,INTERNATIONAL SEAWAYS INC,Energy
DMTK,DERMTECH INC,Health Care
HTLD,HEARTLAND EXPRESS INC,Industrials
CNR,CORNERSTONE BUILDING BRANDS INC,Industrials
