Ticker,Company,Sector
GARNETINT.BO,GARNET INTERNATIONAL LTD.,Other Financial Services
SHALPRO.BO,SHALIMAR PRODUCTIONS LTD.,Other Financial Services
VARUNME.BO,VARUN MERCANTILE LTD.,Diversified Commercial Services
DONEAR.BO,DONEAR INDUSTRIES LTD.-$,Textiles
NEPTEXP.BO,NEPTUNE EXPORTS LTD.,Comm.Trading  & Distribution
SUPER.BO,SUPER SALES INDIA LTD.-$,Textiles
SEQUENT.BO,SEQUENT SCIENTIFIC LTD.,Pharmaceuticals
STCINDIA.BO,STATE TRADING CORPORATION OF INDIA LTD.,Comm.Trading  & Distribution
ZENITHEXPO.BO,ZENITH EXPORTS LTD.,Textiles
RTEXPO.BO,R.T.EXPORTS LTD.-$,Comm.Trading  & Distribution
AVANTI.BO,AVANTI FEEDS LTD.-$,Other Food Products
ZODJRDMKJ.BO,ZODIAC-JRD-MKJ LTD.,Other Apparels & Accessories
SITAENT.BO,SITA ENTERPRISES LTD.,Comm.Trading  & Distribution
UNIMOVR.BO,UNIMODE OVERSEAS LTD.,Other Apparels & Accessories
KEYFINSER.BO,Keynote Financial Services Ltd,Finance (including NBFCs)
ADANIENT.BO,ADANI ENTERPRISES LTD.,Comm.Trading  & Distribution
MACINTR.BO,MACRO (INTERNATIONAL) EXPORTS LTD.,Comm.Trading  & Distribution
HARIAEXPO.BO,HARIA EXPORTS LTD.-$,Other Apparels & Accessories
BHANDHOS.BO,BHANDARI HOSIERY EXPORTS LTD.,Other Apparels & Accessories
RLF.BO,RLF LTD.,Textiles
REGENTRP.BO,Regent Enterprises Ltd,Comm.Trading  & Distribution
ORBTEXP.BO,ORBIT EXPORTS LTD.,Textiles
SAVERA.BO,SAVERA INDUSTRIES LTD.,Hotels
VBCFERROQ.BO,VBC FERRO ALLOYS LTD.-$,Iron & Steel/Interm.Products
TATASTLLP.BO,Tata Steel Long Products Ltd,Iron & Steel/Interm.Products
NBVENTURES.BO,NAVA BHARAT VENTURES LTD.,Electric Utilities
ZHINUDYP.BO,HINDUSTHAN UDYOG LTD.,Industrial Machinery
REMIEDEL.BO,Remi Edelstahl Tubulars Limited,Iron & Steel Products
GSAUTO.BO,G.S.AUTO INTERNATIONAL LTD.,Auto Parts & Equipment
TRANSFRE.BO,TRANS-FREIGHT CONTAINERS LTD.,Iron & Steel Products
SHBCLQ.BO,SHIVALIK BIMETAL CONTROLS LTD.,Electronic Components
GANDHITUBE.BO,GANDHI SPECIAL TUBES LTD.-$,Iron & Steel Products
AMFORG.BO,AMFORGE INDUSTRIES LTD.,Auto Parts & Equipment
ORICON.BO,ORICON ENTERPRISES LTD.-$,Containers & Packaging
ACROW.BO,ACROW INDIA LTD.,Iron & Steel Products
STLSTRINF.BO,STEEL STRIPS INFRASTRUCTURES LTD.,Realty
NATNLSTEEL.BO,NATIONAL STEEL & AGRO INDUSTRIES LTD.,Iron & Steel/Interm.Products
UTTAMSTL.BO,UTTAM GALVA STEELS LTD.,Iron & Steel/Interm.Products
PENIND.BO,PENNAR INDUSTRIES LTD.-$,Iron & Steel/Interm.Products
JYOTISTRUC.BO,JYOTI STRUCTURES LTD.,Heavy Electrical Equipment
JAYUSH.BO,JAY USHIN LTD.,Auto Parts & Equipment
SSWL.BO,STEEL STRIPS WHEELS LTD.-$,Auto Parts & Equipment
MANINDS.BO,MAN INDUSTRIES (INDIA) LTD.-$,Iron & Steel Products
IMEC.BO,Imec Services Ltd,Consulting Services
MDRNSTL.BO,MODERN STEELS LTD.-$,Iron & Steel/Interm.Products
TERRASCOPE.BO,Terrascope Ventures Ltd,Diversified Commercial Services
SYNTHFO.BO,SYNTHIKO FOILS LTD.,Aluminium
GOLKONDA.BO,Golkonda Aluminium Extrusions Ltd-$,Aluminium
METALFORGE.BO,Metalyst Forgings Limited,Other Industrial Products
GRANDFONRY.BO,GRAND FOUNDRY LTD.,Iron & Steel Products
AJMERA.BO,AJMERA REALTY & INFRA INDIA LTD.,Realty
COCHINM.BO,COCHIN MINERALS & RUTILE LTD.-$,Specialty Chemicals
ISWL.BO,INDIA STEEL WORKS LTD.,Iron & Steel/Interm.Products
RJKMRFR.BO,RAJKUMAR FORGE LTD.,Other Industrial Products
CARBORUNIV.BO,CARBORUNDUM UNIVERSAL LTD.,Other Industrial Products
MMTC.BO,MMTC LTD.,Comm.Trading  & Distribution
VALLABHSQ.BO,VALLABH STEELS LTD.-$,Iron & Steel Products
ASHIS.BO,ASHIANA ISPAT LTD.,Iron & Steel/Interm.Products
PMTELELIN.BO,P.M.TELELINNKS LTD.,Iron & Steel/Interm.Products
SMFIL.BO,Smiths & Founders (India) Limited,Other Industrial Products
TATAMETALI.BO,TATA METALIKS LTD.,Iron & Steel/Interm.Products
SHAHALLOYS.BO,SHAH ALLOYS LTD.,Iron & Steel/Interm.Products
JSWISPL.BO,JSW Ispat Special Products Ltd,Iron & Steel/Interm.Products
ELANGO.BO,ELANGO INDUSTRIES LTD.,Iron & Steel/Interm.Products
KANSHST.BO,KANISHK STEEL INDUSTRIES LTD.,Iron & Steel Products
MAHALXSE.BO,MAHALAXMI SEAMLESS LTD.-$,Iron & Steel Products
SIMPLEXCAS.BO,SIMPLEX CASTINGS LTD.,Other Industrial Products
SSWRL.BO,SHREE STEEL WIRE ROPES LTD.,Iron & Steel Products
MEWATZI.BO,MEWAT ZINC LTD.,Zinc
SOUTHMG.BO,SOUTHERN MAGNESIUM & CHEMICALS LTD.,Mining
BAROEXT.BO,BARODA EXTRUSION LTD.,Copper
GUJCONT.BO,GUJARAT CONTAINERS LTD.,Iron & Steel Products
KALYANIFRG.BO,KALYANI FORGE LTD.,Auto Parts & Equipment
PANCHMAHQ.BO,PANCHMAHAL STEEL LTD.,Iron & Steel/Interm.Products
ADITYA.BO,ADITYA ISPAT LTD.,Iron & Steel/Interm.Products
SRIND.BO,S.R.INDUSTRIES LTD.,Textiles
STEELCAS.BO,STEELCAST LTD.,Other Industrial Products
PITTIENG.BO,Pitti Engineering Ltd-$,Other Elect.Equip./ Prod.
GLITTEKG.BO,GLITTEK GRANITES LTD.,Construction Materials
PRADPME.BO,PRADEEP METALS LTD.,Auto Parts & Equipment
GNRL.BO,Gujarat Natural Resources Limited,Exploration & Production
TNSTLTU.BO,TAMILNADU STEEL TUBES LTD.,Iron & Steel Products
SHRDAIS.BO,SHARDA ISPAT LTD.,Iron & Steel/Interm.Products
MAHASTEEL.BO,MAHAMAYA STEEL INDUSTRIES LTD.,Iron & Steel Products
REALSTR.BO,REAL STRIPS LTD.-$,Iron & Steel/Interm.Products
NOVIS.BO,NOVA IRON & STEEL LTD.,Iron & Steel/Interm.Products
FFPL.BO,FOUNDRY FUEL PRODUCTS LTD.,Coal
HINDCOPPER.BO,HINDUSTAN COPPER LTD.,Copper
SRIPIPES.BO,Srikalahasthi Pipes Limited,Iron & Steel Products
AXELPOLY.BO,AXEL POLYMERS LTD.,Plastic Products
NLCINDIA.BO,NLC India Ltd,Electric Utilities
SPECTRA.BO,SPECTRA INDUSTRIES LTD.,Auto Parts & Equipment
JMTAUTOLTD.BO,JMT AUTO LTD.,Auto Parts & Equipment
KAJARIR.BO,KIC METALIKS LTD.,Iron & Steel/Interm.Products
SOLIDSTON.BO,SOLID STONE COMPANY LTD.,Construction Materials
SHILGRAVQ.BO,SHILP GRAVURES LTD.-$,Industrial Machinery
WHITEORG.BO,White Organic Agro Ltd,Other Agricultural Products
MFSINTRCRP.BO,MFS INTERCORP LTD.,Iron & Steel/Interm.Products
HGIND.BO,HG Industries Ltd-$,Construction Materials
AROGRANITE.BO,ARO GRANITE INDUSTRIES LTD.-$,Construction Materials
HIMFIBP.BO,HIMACHAL FIBRES LTD.,Textiles
RAJKSYN.BO,RAJKAMAL SYNTHETICS LTD.,Textiles
DEEPAKSP.BO,DEEPAK SPINNERS LTD.-$,Textiles
JBFIND.BO,JBF INDUSTRIES LTD.,Fibres & Plastics
LOYALTEX.BO,LOYAL TEXTILE MILLS LTD.-$,Textiles
HIMATSEIDE.BO,HIMATSINGKA SEIDE LTD.,Textiles
BSL.BO,BSL LTD.,Textiles
EVERTEX.BO,Evergreen Textiles Limited,Textiles
PBMPOLY.BO,PBM POLYTEX LTD.-$,Textiles
ADINATH.BO,ADINATH TEXTILES LTD.,Textiles
KONARKSY.BO,KONARK SYNTHETIC LTD.,Textiles
SURYALA.BO,SURYALATA SPINNING MILLS LTD.-$,Textiles
SURYVANSP.BO,SURYAVANSHI SPINNING MILLS LTD.-$,Textiles
TTL.BO,T T LTD.-$,Textiles
UNIWORTH.BO,UNIWORTH LTD.,Textiles
WELSPUNIND.BO,WELSPUN INDIA LTD.,Textiles
INDIANACRY.BO,INDIAN ACRYLICS LTD.,Fibres & Plastics
GANECOS.BO,GANESHA ECOSPHERE LTD.,Textiles
CEETAIN.BO,CEETA INDUSTRIES LTD.,Construction Materials
VARDMNPOLY.BO,VARDHMAN POLYTEX LTD.,Textiles
BLACKROSE.BO,BLACK ROSE INDUSTRIES LTD.,Specialty Chemicals
STCORP.BO,S&T CORPORATION LTD.,Textiles
SUMEETINDS.BO,SUMEET INDUSTRIES LTD.-$,Textiles
BINNY.BO,BINNY LTD.,Textiles
RAMGOPOLY.BO,RAMGOPAL POLYTEX LTD.,Comm.Trading  & Distribution
SANGAMIND.BO,SANGAM (INDIA) LTD.,Textiles
TTLEL.BO,TTL Enterprises Ltd,Comm.Trading  & Distribution
IKAB.BO,IKAB SECURITIES & INVESTMENT LTD.,Other Financial Services
KUSHIND.BO,Kush Industries Ltd,Textiles
SRECR.BO,SREECHEM RESINS LTD.,Commodity Chemicals
SURBHIN.BO,SURBHI INDUSTRIES LTD.,Textiles
SEASONST.BO,SEASONS TEXTILES LTD.-$,Textiles
ZENIFIB.BO,ZENITH FIBRES LTD.-$,Textiles
BHILSPIN.BO,BHILWARA SPINNERS LTD.,Textiles
AARVEEDEN.BO,AARVEE DENIMS & EXPORTS LTD.,Textiles
SANTETX.BO,SANRHEA TECHNICAL TEXTILES LTD.,Textiles
ASHIMASYN.BO,ASHIMA LTD.,Textiles
PIONEEREMB.BO,PIONEER EMBROIDERIES LTD.-$,Textiles
VIPPYSP.BO,VIPPY SPINPRO LTD.,Textiles
JAIHINDS.BO,JAIHIND SYNTHETICS LTD.,Textiles
RAGHUSYN.BO,RAGHUVIR SYNTHETICS LTD.,Textiles
JATTAINDUS.BO,JATTASHANKAR INDUSTIES LTD.,Textiles
KAMADGIRI.BO,KAMADGIRI FASHION LTD.-$,Textiles
OMNITEX.BO,OMNITEX INDUSTRIES (INDIA) LTD.,Textiles
PATSPINLTD.BO,PATSPIN INDIA LTD.,Textiles
ONEGLOBAL.BO,One Global Service Provider Ltd,Textiles
NEOINFRA.BO,NEO INFRACON LTD.,Realty
GENESIS.BO,Genesis Ibrc India Ltd,Biotechnology
PREMIERPOL.BO,PREMIER POLYFILM LTD.,Plastic Products
EVERLON.BO,EVERLON SYNTHETICS LTD.,Textiles
KRRAIL.BO,K&R Rail Engineering Ltd,Construction & Engineering
YARNSYN.BO,YARN SYNDICATE LTD.,Comm.Trading  & Distribution
GUJCOTEX.BO,GUJARAT COTEX LTD.,Textiles
AJIL.BO,Atlas Jewellery India Limited,Other Apparels & Accessories
GARWSYN.BO,GARWARE SYNTHETICS LTD.,Comm.Trading  & Distribution
SHARDFI.BO,SHARAD FIBRES & YARN PROCESSORS LTD.,Textiles
SARUPINDUS.BO,SARUP INDUSTRIES LTD.-$,Other Apparels & Accessories
MANORG.BO,Mangalam Organics Limited,Commodity Chemicals
HINDADH.BO,HINDUSTAN ADHESIVES LTD.,Plastic Products
BPTEX.BO,Blue Pearl Texspin Limited,Commodity Chemicals
SRIKPRIND.BO,SRI KPR INDUSTRIES LTD.,Plastic Products
JYOTIRES.BO,JYOTI RESINS & ADHESIVES LTD.,Specialty Chemicals
MHLXMIRU.BO,MAHALAXMI RUBTECH LTD.,Other Industrial Products
SOUTLAT.BO,SOUTHERN LATEX LTD.,Textiles
OSWAYRN.BO,OSWAL YARNS LTD.,Comm.Trading  & Distribution
WINSOMTX.BO,WINSOME TEXTILE INDUSTRIES LTD.-$,Textiles
ASAHIIND.BO,Asahi Industries Limited,Textiles
THAMBBI.BO,THAMBBI MODERN SPINNING MILLS LTD.,Textiles
MODINSU.BO,MODERN INSULATORS LTD.,Other Elect.Equip./ Prod.
ASAHIINDIA.BO,ASAHI INDIA GLASS LTD.,Auto Parts & Equipment
MURUDCERA.BO,MURUDESHWAR CERAMICS LTD.,Furniture-Furnishing-Paints
SAINTGOBAIN.BO,SAINT-GOBAIN SEKURIT INDIA LTD.,Furniture-Furnishing-Paints
ANANTRAJ.BO,Anant Raj Limited-$,Realty
MADHUDIN.BO,MADHUSUDAN INDUSTRIES LTD.,Edible Oils
RESTILE.BO,RESTILE CERAMICS LTD.,Furniture-Furnishing-Paints
MADHAV.BO,MADHAV MARBLES & GRANITES LTD.,Construction Materials
RAMASIGNS.BO,Ramasigns Industries Ltd,Comm.Trading  & Distribution
HINDNATGLS.BO,HINDUSTHAN NATIONAL GLASS & INDUSTRIES LTD.-$,Containers & Packaging
HALDYNGL.BO,Haldyn Glass Ltd-$,Containers & Packaging
DUROPLY.BO,Duroply Industries Ltd,Forest Products
MANGTIMBER.BO,MANGALAM TIMBER PRODUCTS LTD.,Forest Products
SHREYANIND.BO,SHREYANS INDUSTRIES LTD.-$,Paper & Paper Products
AGIOPAPER.BO,AGIO PAPER & INDUSTRIES LTD.-$,Paper & Paper Products
STARPAPER.BO,STAR PAPER MILLS LTD.,Paper & Paper Products
YASHPAKKA.BO,Yash Pakka Ltd-$,Paper & Paper Products
SARDAPPR.BO,SARDA PAPERS LTD.,Paper & Paper Products
NATPLY.BO,NATIONAL PLYWOOD INDUSTRIES LTD.,Forest Products
ARROWGREEN.BO,Arrow Greentech Ltd,Plastic Products
VISHNU.BO,VISHNU CHEMICALS LTD.,Specialty Chemicals
JUMBO.BO,JUMBO BAG LTD.,Containers & Packaging
NRAGRINDQ.BO,N.R.AGARWAL INDUSTRIES LTD.,Paper & Paper Products
SRPML.BO,SHREE RAJESHWARANAND PAPER MILLS LTD.,Paper & Paper Products
3PLAND.BO,3P Land Holdings Ltd,Investment Companies
SANPA.BO,SANGAL PAPERS LTD.,Paper & Paper Products
SHKARTP.BO,SHREE KARTHIK PAPERS LTD.,Paper & Paper Products
STHINPA.BO,SOUTH INDIA PAPER MILLS LTD.,Paper & Paper Products
SCANDENT.BO,Scandent Imaging Limited,Healthcare Services
VINDHYATEL.BO,VINDHYA TELELINKS LTD.,Telecom Cables
RIR.BO,RUTTONSHA INTERNATIONAL RECTIFIER LTD.,Electronic Components
ADORWELD.BO,ADOR WELDING LTD.,Other Industrial Goods
IDM.BO,INTERNATIONAL DATA MANAGEMENT LTD.,Consulting Services
SALZER.BO,SALZER ELECTRONICS LTD.-$,Other Elect.Equip./ Prod.
JETKINGQ.BO,JETKING INFOTRAIN LTD.,IT Training Services
INDAGIV.BO,IND-AGIV COMMERCE LTD.,Comm.Trading  & Distribution
APLAB.BO,APLAB LTD.-$,Other Elect.Equip./ Prod.
PCS.BO,PCS TECHNOLOGY LTD.,Computer Hardware
USHAMART.BO,USHA MARTIN LTD.,Iron & Steel Products
SPELS.BO,SPEL SEMICONDUCTOR LTD.,Electronic Components
SUBROS.BO,SUBROS LTD.,Auto Parts & Equipment
KLKELEC.BO,KLK Electrical Ltd,Other Elect.Equip./ Prod.
PERVASIVE.BO,Pervasive Commodities Ltd,Electronic Components
HONAUT.BO,HONEYWELL AUTOMATION INDIA LTD.,Other Elect.Equip./ Prod.
SWITCHTE.BO,SWITCHING TECHNOLOGIES GUNTHER LTD.,Electronic Components
LUMAXIND.BO,LUMAX INDUSTRIES LTD.,Auto Parts & Equipment
DIGISPICE.BO,Digispice Technologies Ltd-$,Telecom Equipment
PAEL.BO,PAE LTD.,Comm.Trading  & Distribution
CALCOM.BO,CALCOM VISION LTD.,Consumer Electronics
DYNAVSN.BO,DYNAVISION LTD.,Electronic Components
BCCFUBA.BO,BCC FUBA INDIA LTD.,Electronic Components
PRECISIO.BO,PRECISION ELECTRONICS LTD.,Electronic Components
FINELINE.BO,FINE-LINE CIRCUITS LTD.,Electronic Components
HBLPOWER.BO,HBL POWER SYSTEMS LTD.-$,Other Elect.Equip./ Prod.
S&SPOWER.BO,S&S POWER SWITCHGEAR LTD.,Other Elect.Equip./ Prod.
GUJARATPOLY.BO,Gujarat Poly Electronics Ltd,Other Elect.Equip./ Prod.
GIPCL.BO,GUJARAT INDUSTRIES POWER CO.LTD.,Electric Utilities
SAVINFOCO.BO,SAVANT INFOCOMM LTD.,Other Elect.Equip./ Prod.
CMI.BO,CMI LTD.,Other Elect.Equip./ Prod.
MOTHERSUMI.BO,MOTHERSON SUMI SYSTEMS LTD.,Auto Parts & Equipment
MINDTECK.BO,MINDTECK (INDIA) LTD.,IT Software Products
HAVELLS.BO,HAVELLS INDIA LTD.,Consumer Electronics
ACIIN.BO,ACI INFOCOM LTD.,Storage Media & Peripherals
SBECSYS.BO,SBEC SYSTEMS (INDIA) LTD.,Comm.Trading  & Distribution
INCAP.BO,INCAP LTD.,Other Elect.Equip./ Prod.
GUJINTRX.BO,GUJARAT INTRUX LTD.-$,Other Industrial Products
IGARASHI.BO,IGARASHI MOTORS INDIA LTD.,Auto Parts & Equipment
SYMPHONY.BO,Symphony Limited,Consumer Electronics
PANELEC.BO,PAN ELECTRONICS INDIA LTD.,Electronic Components
VXLINSTR.BO,VXL INSTRUMENTS LTD.,Consumer Electronics
SHYAMTEL.BO,SHYAM TELECOM LTD.,Telecom Equipment
LEENEE.BO,LEE & NEE SOFTWARES (EXPORTS) LTD.,BPO/KPO
PATELSAI.BO,PATELS AIRTEMP (INDIA) LTD.,Industrial Machinery
BUTTERFLY.BO,Butterfly Gandhimathi Appliances Ltd,Household Appliances
ATHENAGLO.BO,Athena Global Technologies Ltd-$,IT Software Products
NARMP.BO,NARMADA MACPLAST DRIP IRRIGATION SYSTEMS LTD.,Plastic Products
DUTRON.BO,DUTRON POLYMERS LTD.-$,Plastic Products
RSSOFTWARE.BO,R.S.SOFTWARE INDIA LTD.,IT Software Products
MAGNAELQ.BO,MAGNA ELECTRO CASTINGS LTD.-$,Other Industrial Products
LINAKS.BO,LINAKS MICROELECTRONICS LTD.,Electronic Components
MARSONS.BO,MARSONS LIMITED,Other Elect.Equip./ Prod.
ELNET.BO,ELNET TECHNOLOGIES LTD.-$,IT Software Products
ACCEL.BO,Accel Ltd,Storage Media & Peripherals
WEBELSOLAR.BO,WEBSOL ENERGY SYSTEM LTD.,Other Elect.Equip./ Prod.
ROTO.BO,ROTO PUMPS LTD.,Industrial Machinery
TTKPRESTIG.BO,TTK PRESTIGE LTD.,Houseware
DHINDIA.BO,D&H India Ltd-$,Other Industrial Goods
RAJGLOWIR.BO,RAJRATAN GLOBAL WIRE LTD.,Auto Parts & Equipment
SURANAT&P.BO,Surana Telecom And Power Limited,Telecom Cables
ONWARDTEC.BO,ONWARD TECHNOLOGIES LTD.,IT Consulting & Software
CENTUM.BO,CENTUM ELECTRONICS LTD.,Diversified Commercial Services
ALFATRAN.BO,ALFA TRANSFORMERS LTD.,Other Elect.Equip./ Prod.
STARLITE.BO,STARLITE COMPONENTS LTD.,Comm.Trading  & Distribution
NHCFOODS.BO,NHC FOODS LTD.,Other Food Products
PVP.BO,PVP VENTURES LTD.,Realty
TRIGYN.BO,TRIGYN TECHNOLOGIES LTD.,IT Consulting & Software
KEI.BO,KEI INDUSTRIES LTD.,Other Elect.Equip./ Prod.
INDLMETER.BO,IMP POWERS LTD.,Heavy Electrical Equipment
KEERTHI.BO,KEERTHI INDUSTRIES LTD.,Cement & Cement Products
GSCLCEMENT.BO,GUJARAT SIDHEE CEMENT LTD.,Cement & Cement Products
SURAJ.BO,SURAJ PRODUCTS LTD.,Iron & Steel/Interm.Products
APCL.BO,ANJANI PORTLAND CEMENT LTD.-$,Cement & Cement Products
MODINATUR.BO,Modi Naturals Limited,Other Agricultural Products
PRSNTIN.BO,PRASHANT INDIA LTD.,Textiles
SHAHFOOD.BO,SHAH FOODS LTD.,Packaged Foods
ZKHANDEN.BO,KHANDELWAL EXTRACTION LTD.,Other Agricultural Products
TASTYBIT.BO,TASTY BITE EATABLES LTD.,Packaged Foods
RITESHIN.BO,RITESH INTERNATIONAL LTD.,Commodity Chemicals
AVTNPL.BO,AVT NATURAL PRODUCTS LTD.,Other Agricultural Products
HNDFDS.BO,HINDUSTAN FOODS LTD.,Packaged Foods
NAHARINDUS.BO,NAHAR INDUSTRIAL ENTERPRISES LTD.-$,Textiles
VADILENT.BO,VADILAL ENTERPRISES LTD.,Comm.Trading  & Distribution
VADILALIND.BO,VADILAL INDUSTRIES LTD.-$,Packaged Foods
ASHAI.BO,ASHIANA AGRO INDUSTRIES LTD.,Edible Oils
ADFFOODS.BO,ADF FOODS LTD.-$,Packaged Foods
RGRL.BO,Retro Green Revolution Ltd,Tea & Coffee
WILLIMFI.BO,WILLIAMSON FINANCIAL SERVICES LTD.,Finance (including NBFCs)
AJANTSOY.BO,AJANTA SOYA LTD.,Edible Oils
WILLAMAGOR.BO,WILLIAMSON MAGOR & COMPANY LTD.,Finance (including NBFCs)
RICHIRICH.BO,Richirich Inventures Limited,Comm.Trading  & Distribution
SIEL.BO,Superior Industrial Enterprises Limited,Edible Oils
SPTRSHI.BO,SAPTARISHI AGRO INDUSTRIES LTD.,Other Agricultural Products
SRDAPRT.BO,SARDA PROTEINS LTD.,Edible Oils
SANWARIA.BO,Sanwaria Consumer Ltd-$,Packaged Foods
PRIMAGR.BO,PRIMA AGRO LTD.,Other Agricultural Products
MADHURIND.BO,MADHUR INDUSTRIES LTD.,Other Agricultural Products
TARAI.BO,TARAI FOODS LTD.,Other Agricultural Products
MODAIRY.BO,MODERN DAIRIES LTD.,Packaged Foods
BAMBINO.BO,BAMBINO AGRO INDUSTRIES LTD.,Packaged Foods
PRIMIND.BO,PRIME INDUSTRIES LTD.,Edible Oils
VIKASWSP.BO,VIKAS WSP LTD.,Specialty Chemicals
JATALIA.BO,Jatalia Global Ventures Ltd,Internet Software & Services
VSFPROJ.BO,VSF PROJECTS LTD.,Construction & Engineering
BANSTEA.BO,BANSISONS TEA INDUSTRIES LTD.,Tea & Coffee
POONADAL.BO,POONA DAL & OIL INDUSTRIES LTD.,Edible Oils
TRANSFD.BO,TRANSGLOBE FOODS LTD.,Non-alcoholic Beverages
ANIKINDS.BO,ANIK INDUSTRIES LTD.,Comm.Trading  & Distribution
SHINDL.BO,SHARAT INDUSTRIES LTD.,Packaged Foods
DATIWARE.BO,Datiware Maritime Infra Ltd,Shipping
KMGMILK.BO,KMG MILK FOOD LTD.,Packaged Foods
KSE.BO,KSE LTD.-$,Packaged Foods
PIONAGR.BO,PIONEER AGRO EXTRACTS LTD.,Edible Oils
NARBADA.BO,NARBADA GEMS AND JEWELLERY LTD.,Other Apparels & Accessories
VIRATCRA.BO,VIRAT CRANE INDUSTRIES LTD.,Packaged Foods
IBINFO.BO,IB INFOTECH ENTERPRISES LTD.,Other Agricultural Products
AMBARPIL.BO,Ambar Protein Industries Ltd,Edible Oils
CHORDIA.BO,CHORDIA FOOD PRODUCTS LTD.,Other Food Products
CIANAGRO.BO,CIAN Agro Industries & Infrastructure Ltd,Edible Oils
TAIIND.BO,TAI INDUSTRIES LTD.-$,Comm.Trading  & Distribution
NKIND.BO,N.K.INDUSTRIES LTD.,Edible Oils
BKV.BO,BKV INDUSTRIES LTD.,Packaged Foods
NCCBLUE.BO,NCC BLUE WATER PRODUCTS LTD.,Packaged Foods
ASIANTNE.BO,ASIAN TEA & EXPORTS LTD.-$,Comm.Trading  & Distribution
HERITGFOOD.BO,Heritage Foods Limited,Packaged Foods
SIMRAN.BO,SIMRAN FARMS LTD.,Packaged Foods
DFM.BO,DFM FOODS LTD.,Packaged Foods
CCL.BO,CCL PRODUCTS (INDIA) LTD.,Tea & Coffee
KELLTONTEC.BO,Kellton Tech Solutions Ltd.,IT Software Products
SURFI.BO,SURYO FOODS & INDUSTRIES LTD.,Packaged Foods
INTEGFD.BO,INTEGRATED PROTEINS LTD.,Edible Oils
MAHAANF.BO,MAHAAN FOODS LTD.,Packaged Foods
RICOAUTO.BO,RICO AUTO INDUSTRIES LTD.,Auto Parts & Equipment
OMAXAUTO.BO,OMAX AUTOS LTD.,Auto Parts & Equipment
MUNJALSHOW.BO,MUNJAL SHOWA LTD.,Auto Parts & Equipment
JAMNAAUTO.BO,JAMNA AUTO INDUSTRIES LTD.,Auto Parts & Equipment
SUNCLAYLTD.BO,SUNDARAM-CLAYTON LTD.,Auto Parts & Equipment
JTEKTINDIA.BO,Jtekt India Ltd,Auto Parts & Equipment
MUNJALAU.BO,MUNJAL AUTO INDUSTRIES LTD.,Auto Parts & Equipment
JAYBARMARU.BO,JAY BHARAT MARUTI LTD.,Auto Parts & Equipment
RACLGEAR.BO,RACL Geartech Ltd,Auto Parts & Equipment
SAMKRG.BO,SAMKRG PISTONS & RINGS LTD.-$,Auto Parts & Equipment
ECSTSTL.BO,EAST COAST STEEL LTD.,Iron & Steel/Interm.Products
SICAL.BO,SICAL LOGISTICS LTD.,Transportation - Logistics
RATNAMANI.BO,RATNAMANI METALS & TUBES LTD.-$,Iron & Steel Products
VESUVIUS.BO,VESUVIUS INDIA LTD.,Other Industrial Goods
ASAL.BO,AUTOMOTIVE STAMPINGS & ASSEMBLIES LTD.,Auto Parts & Equipment
ARCEEIN.BO,ARCEE INDUSTRIES LTD.,Plastic Products
ABCINDQ.BO,ABC INDIA LTD.-$,Surface Transportation
BALTE.BO,BALURGHAT TECHNOLOGIES LTD.,Surface Transportation
COARO.BO,COASTAL ROADWAYS LTD.,Surface Transportation
SIBARAUT.BO,SIBAR AUTO PARTS LTD.,Auto Parts & Equipment
SHREYAS.BO,SHREYAS SHIPPING & LOGISTICS LTD.,Shipping
STARLOG.BO,Starlog Enterprises Ltd,Marine Port & Services
SHVSUIT.BO,SHIVA SUITINGS LTD.,Comm.Trading  & Distribution
EUROTEXIND.BO,EUROTEX INDUSTRIES & EXPORTS LTD.,Textiles
ICIL.BO,INDO COUNT INDUSTRIES LTD.,Textiles
MARALOVER.BO,MARAL OVERSEAS LTD.,Textiles
SOMATEX.BO,SOMA TEXTILES & INDUSTRIES LTD.,Textiles
SOURCEIND.BO,SOURCE INDUSTRIES (INDIA) LTD.,Textiles
ADVLIFE.BO,ADVANCE LIFESTYLES LTD.,Textiles
KAKTEX.BO,KAKATIYA TEXTILES LTD.,Textiles
OCTAVE.BO,Perfect-Octave Media Projects Ltd,Broadcasting & Cable TV
TRIDENT.BO,TRIDENT LTD.,Textiles
HISARSP.BO,HISAR SPINNING MILLS LTD.,Textiles
ALOKTEXT.BO,ALOK INDUSTRIES LTD.,Textiles
PASARI.BO,PASARI SPINNING MILLS LTD.,Textiles
SPENTEX.BO,SPENTEX INDUSTRIES LTD.,Textiles
AMARJOTHI.BO,AMARJOTHI SPINNING MILLS LTD.,Textiles
OLYMPTX.BO,OLYMPIA INDUSTRIES LTD.,Internet & Catalogue Retail
NAGREEKEXP.BO,NAGREEKA EXPORTS LTD.-$,Textiles
SUDTIND-B.BO,SUDITI INDUSTRIES LTD.,Textiles
SBFL.BO,Shree Bhavya Fabrics Ltd,Textiles
GEMSPIN.BO,GEM SPINNERS INDIA LTD.,Textiles
EUREKAI.BO,EUREKA INDUSTRIES LTD.,Textiles
ADITYASP.BO,ADITYA SPINNERS LTD.,Textiles
PRIMEURB.BO,PRIME URBAN DEVELOPMENT INDIA LTD.,Realty
DHANFAB.BO,DHANLAXMI FABRICS LTD.,Textiles
